Id,Date and Time,Location,Category,Admin close out comment,Sentiment
F22CB459-0986-48D5-A1AC-97DB03D710B0,2022-05-19 10:16:26.440,"51.51026393653189, -0.08603991260651046",Environment - Resources (energy/water/material),NULL,Good Practice
F7ED868C-3D18-4091-8B6E-9841AAEEBFBF,2023-02-06 14:11:57.627,NULL,Quality,NULL,Hazard
7EFB7F4B-F876-4F1A-B8E9-9753637AE3D8,2023-05-05 15:41:12.583,"51.84646664365142, 0.7236807015738478","Safety - Slip, Trip or Fall on same level ",NULL,Hazard
6C464BEC-0C1C-4648-ABA3-9780EA89E3E2,2022-11-30 08:44:22.680,NULL,Safety - Housekeeping,Plunger used to unblock toilet,Hazard
CFEF88EF-0D9E-4200-ACD9-987CE5B32B28,2022-09-01 15:04:58.410,"51.83232334436175, 0.7004883156800013",Safety - Housekeeping,Chevron have been contacted and advised if staff are not booked in they will not be inducted,Hazard
7AAF6187-7CE4-49EB-BC3A-98A597E1C972,2023-06-08 08:21:00.113,"51.8479945475095, 0.7236496449178512",Safety - Practice (doing something outside the other categories),NULL,Hazard
2A8CD99D-F014-4DFE-B027-98F8146E7459,2023-03-26 08:14:26.670,"51.847216, 0.7285826","Safety - Conditions (Weather, Ground, Water way etc.)",Wernick attended site and applied sealant to stop leaks,Hazard
FE385A89-3EE3-4385-9F06-991BEFD7874F,2021-09-29 14:38:41.483,"51.847978931494815, 0.7236230732062796",Safety - Welfare Facilities,NULL,Good Practice
03F77FE6-8970-489A-A1A5-997BB8A5F0BF,2023-06-14 14:35:53.287,"51.84752978312664, 0.7227773529661308",Safety - Practice (doing something outside the other categories),NULL,Good Practice
0E47C929-EC62-436E-BE58-9B35E628B5B8,2022-02-16 09:15:31.000,"51.5179, -0.0573",Safety - Housekeeping,NULL,Good Practice
A61C0D54-DCC1-4BDD-9CED-9B7A804679C4,2023-04-08 08:05:46.327,NULL,Safety - Welfare Facilities,No bleep heard,Hazard
6D223953-7258-406F-B9C2-993D30784263,2022-09-12 11:07:13.640,"51.848026299889106, 0.7236315653426632",Environment - Land Contamination,NULL,Hazard
A79B5525-BB67-489E-B988-9B4596DD7058,2022-11-30 11:24:31.123,"51.847989058215475, 0.7235692380281785",Environment - Resources (energy/water/material),NULL,Good Practice
885DA708-9270-4CAF-9A5D-9B7D410470A9,2023-01-21 10:02:42.453,"51.8484155, 0.7244651",Environment - Land Contamination,"Does not belong to Costain, heap has been returned to stockpile",Hazard
EBB2AAF6-03A2-4B82-8AC6-9BAFCBA110B2,2023-06-14 10:30:15.000,"51.51139, -0.08814",Safety - Housekeeping,Email sent out by A12 communications regarding booking a desk,Hazard
9767A8DA-9DAB-4591-86A4-9BF3E409A839,2022-01-17 09:10:30.000,"51.847973552078784, 0.7236315391835504",Safety - Practice (doing something outside the other categories),"Jacobs have been emailed to remind their staff to sign in on-site ",Hazard
AB4F088E-1ECC-4C54-ACF4-9C3D0505BCB6,2022-08-24 22:17:38.137,"51.84795056310939, 0.7235396412121678",Safety - Material Storage and Movement,Reported to soil engineering,Hazard
F4E9AC1C-3964-43BC-8D04-99B106E8CBFD,2021-10-08 14:39:43.000,NULL,Safety - Practice (doing something outside the other categories),Good practice,Good Practice
A088FF2D-1250-4659-82C2-99B13F75CD7E,2022-05-03 13:32:34.727,"51.84750615109349, 0.7235478670917139","Safety - Conditions (Weather, Ground, Water way etc.)",Machine has been over and removed any trip hazards,Hazard
00AC43CC-1F2C-4A1E-8172-99C8B7362FE5,2021-10-27 07:06:00.437,NULL,Safety - Practice (doing something outside the other categories),Good practicde,Good Practice
6CA0DDB7-83B6-40B8-AC99-99CEDB17F24A,2022-12-06 21:24:51.227,"51.84802568853956, 0.723719849638078",Health - Other Health Issues,The plastic bottles are re-used and filled with in date sanitiser,Hazard
AEDD7C34-7D39-42A3-94DB-98D46BC5E3E5,2022-12-24 09:16:44.490,"51.8476433, 0.7232033",Health - Other Health Issues,Emergency exit key locked in stores so meeting room could not be accessed over the Christmas holiday,Hazard
A5FAC861-BBAC-43D5-A8FE-9CAE66DAF24C,2023-06-05 08:37:15.617,"51.848316, 0.723601",Environment - Waste Disposal (Compliance),NULL,Hazard
468FE811-AD1F-40BF-9526-9D2D67401B6B,2022-12-06 21:31:07.170,"51.84802568853956, 0.723719849638078",Health - Other Health Issues,Raised with works manager,Hazard
36D21717-1D03-4657-BF12-9D6CDC7A373F,2021-09-16 06:45:56.000,"51.84779400000001, 0.722949",Safety - Housekeeping,"Graham Hill printed off a smaller version of site map - THANK YOU GRAHAM :) ",Good Practice
4CF51C10-655F-4D64-8B3E-A8B0EACE9F63,2023-02-06 14:45:20.783,"51.84781909746455, 0.7235358342364817",Safety - Housekeeping,NULL,Good Practice
25A4525D-0ED7-43A3-835E-A8E2E63D58DD,2022-11-03 15:45:52.160,NULL,Safety - Welfare Facilities,Wernick have been asked to look into,Hazard
8D8CDA17-57A9-4F5F-8918-A91780CD870C,2022-11-19 08:03:32.677,"51.8484166, 0.724645",Safety - Housekeeping,Site operatives have pushed the rubbish further into the skip to free up space,Hazard
D3A7C393-6444-42FD-A54D-9D9D1D8787D4,2022-09-05 19:20:03.000,"51.836168693408574, 0.7003885810173127",Safety - Housekeeping,NULL,Hazard
A2EA9B11-6E17-4A53-9455-9D9ED0064519,2022-10-19 08:52:13.000,"51.5155, -0.0935",Safety - Housekeeping,Jacobs have pushed site visit back for the RAMS review to be carried out,Hazard
6C75C1D4-AB01-4B7F-85B6-9E29FA8F8579,2023-03-04 12:01:12.140,"51.8481673, 0.7240355","Safety - Slip, Trip or Fall on same level","Fence support has to be in the middle people to watch where they are walking ",Hazard
83C255B5-279D-408D-AD60-9F2ADE3CD820,2021-08-25 12:25:23.753,"51.8481547, 0.7237537","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Good Practice
F322B92E-4F50-4A90-AE09-9FF7F4809969,2022-08-04 14:23:47.307,"51.51014, -0.0857",Environment - Ecology and Vegetation,NULL,Good Practice
AC3685FE-650A-4686-9537-A0FF896FB317,2023-06-16 14:36:43.937,"51.84789814389701, 0.7234029086637328",Safety - Practice (doing something outside the other categories),"Signs tidied ",Hazard
06332703-2227-4739-B817-A136F6561F19,2023-01-22 14:00:27.413,"51.8482646, 0.7237486",Environment - Pollution - Air quality / dust,"Smell is coming from the foul sewage tank across the road from A12 compound ",Hazard
D22CD095-B389-41F0-AE97-A1590B475C06,2022-09-12 08:42:05.000,"51.833999171840276, 0.700673322061296",Safety - Housekeeping,NULL,Hazard
66303A7F-6BD0-4DC5-9670-9F9F6953DA07,2022-07-28 05:52:33.227,"51.84747526919768, 0.7233764796174506","Safety - Plant, Equipment & Tools",NULL,Good Practice
2D07DB0F-28F1-464D-BC39-A1F1D951DB84,2023-02-14 08:01:05.237,NULL,Safety - Welfare Facilities,NULL,Good Practice
949D9679-2950-4558-B16E-A1FF7125504B,2022-05-10 10:59:44.000,"52.227787, -0.289612","Safety - Conditions (Weather, Ground, Water way etc.)",NULL,Good Practice
86C25CAB-F1CD-4FB2-8533-A2751C6FEE98,2022-06-30 12:50:44.280,"51.84803589377319, 0.7236497033943404",Safety - Housekeeping,NULL,Good Practice
58ACE553-C397-4507-B748-A2B9808B9278,2022-10-29 06:17:45.870,"51.8476233, 0.723145",Environment - Resources (energy/water/material),NULL,Hazard
E865CD7B-24FB-4379-9904-A2C486EF7F79,2021-09-16 14:10:18.000,NULL,Safety - Welfare Facilities,Works manager has spoken to Dave (who moves the kit) and he will take out the toilet roll and paper towel,Hazard
5B158FD2-27F5-4319-9F4F-A401E4CEF78E,2023-05-04 15:51:25.300,"51.84679359101174, 0.7246301471945715",Environment - Resources (energy / water /material),NULL,Good Practice
5B5C8564-1FE4-46DF-A430-A470CD760576,2022-01-11 13:20:33.623,NULL,Safety - Plant/Vehicle movement & People Interface,Good practice,Good Practice
57F8657C-7A33-44BF-96A4-A51D4461D956,2023-02-06 09:07:36.033,"51.84748683459151, 0.723738220684762",Safety - Housekeeping,Training given by HR,Hazard
A429FB92-9F54-4622-BC12-A2D7DE1008FE,2022-04-28 07:14:24.763,NULL,Safety - Housekeeping,Posters have been put on the walls,Good Practice
C66834E8-87CC-4EAB-9992-A3D858F7E373,2022-11-10 14:47:56.303,NULL,Quality,NULL,Hazard
510FA566-634F-41FC-BF8D-A4C9CDB51F5C,2022-10-27 07:19:57.653,"51.84799701989006, 0.723620617692922",Quality,Sent to Clare Fleming,Hazard
C4975ADF-26A4-4389-83CA-A608EF7E6BEA,2022-07-11 08:39:58.140,"51.8479708971159, 0.7235922838331579",Environment - Land Contamination,Good practice,Good Practice
4E792930-52B7-4589-AD59-A6A3F678BE4A,2022-02-16 10:01:14.037,NULL,Health - Other Health Issues,"
Works manager has spoken to store man and the water storage area will be covered",Hazard
26086A70-F687-4654-A8C4-A6AFAA3A2C8E,2022-07-12 09:45:09.613,"51.84797962698389, 0.723607916055378",Environment - Pollution - Air quality / dust,Site supervisor hoses down the vehicle access as and when required,Hazard
BEC059B0-011C-4846-B0A3-A8E242BE8056,2022-11-10 09:44:21.433,NULL,Safety - Housekeeping,Clean up any spills to eliminate slips trips & falls,Hazard
4E204886-D7FB-4064-A14F-A901C2B7A0FA,2022-09-12 11:02:53.390,"51.848026299889106, 0.7236315653426632",Environment - Land Contamination,NULL,Good Practice
B98CE548-84F3-401D-B6D1-A9054AA60B34,2022-03-03 08:42:50.717,"51.84800619366959, 0.7236377895021755",Safety - Housekeeping,Good practice,Good Practice
F14F8DC5-36D5-4D51-A54B-A93DABBEAD21,2022-08-30 15:35:44.363,"51.848072346803015, 0.7236019009619129",Environment - Waste Management,NULL,Good Practice
A1776270-B87F-4DA1-BDAB-A94F9F06EC81,2022-04-26 19:11:25.593,NULL,Environment - Ecology and Vegetation,NULL,Good Practice
FCDE4F74-D3B9-44A3-8217-A98B255FF979,2022-09-16 14:53:09.443,"51.84816886103916, 0.7229184421896351","Safety - Plant, Equipment & Tools",Fuel card has been supplied,Hazard
114B79AE-240E-4A27-81AB-AA274970B0BB,2023-07-04 08:15:38.277,"51.8429776, 0.7198141",Health - Other Health Issues,NULL,Hazard
4B47C350-F4AA-458F-95F2-AA3131ACA574,2023-01-20 16:28:09.737,"51.84759617351721, 0.7240549877735214","Safety - Plant, Equipment & Tools",Fire extinguisher inspection booked for February 2023,Hazard
582C50E3-10CB-487D-94A0-AA7F8CFA0492,2023-01-27 14:04:31.000,"51.5155, -0.0935",Safety - Practice (doing something outside the other categories),NULL,Good Practice
5A3E879D-E897-4C33-A6AB-AA9815203738,2021-09-29 13:59:53.003,"51.84797435785702, 0.7236236434808694",Safety - Traffic Management / RTA,NULL,Good Practice
72CD4536-9CE6-458F-9CBA-AAF1BEAD8C9C,2022-04-25 12:57:30.877,"51.84803051182516, 0.7236879799127265",Environment - Resources (energy/water/material),Replacement water bottles are on order,Hazard
7EC8A7B2-7C4C-4371-9CA4-AB0513047CD1,2022-05-31 13:45:53.263,"51.847907926557674, 0.7236168976598755",Environment - Waste Disposal (Compliance),NULL,Good Practice
72F37CF0-3216-4E79-9F1A-A362CC633006,2022-11-10 08:02:46.000,"51.848328, 0.723606","Safety - Plant, Equipment & Tools",NULL,Hazard
5240900E-953A-47AB-AD31-A7283F587A1B,2022-07-18 08:18:57.290,NULL,"Safety - Electrical Safety ",Reported to works manager,Hazard
70F6D6A9-448A-41C0-B64E-A7334FEFFDDD,2022-04-29 09:20:31.913,"51.84804534333331, 0.7236022099999998",Safety - Unknown Services,Monument landlord to action,Hazard
15367C40-84FD-4D29-BC95-A75CC9FFC527,2023-03-13 10:46:44.937,"51.8469516841647, 0.7241600198573517",Environment - Waste Management,NULL,Good Practice
C068A2F8-D08B-4D06-A5B8-A7A19622E1B6,2023-05-18 15:46:27.647,"51.847002351730964, 0.7241852467368171",Safety - Practice (doing something outside the other categories),NULL,Good Practice
270E35CD-6812-416B-8532-AB3CEA88D286,2021-11-09 08:20:24.000,"51.84806998664237, 0.7238185418838938",Safety - Housekeeping,NULL,Good Practice
C1676AAF-D1C2-4E3C-8473-AB6A82E0799F,2023-01-26 04:42:57.917,NULL,Safety - Housekeeping,NULL,Hazard
44FD6C04-889B-475F-A7E9-AB9C4B21E9E0,2023-01-24 16:09:21.223,"51.84781479414241, 0.7236493493294072",Safety - Practice (doing something outside the other categories),NULL,Hazard
00BFDC2E-012A-4E35-9E78-ABD05655BA6F,2022-07-11 08:09:05.727,"51.84805386704565, 0.724108507857401",Environment - Resources (energy/water/material),NULL,Good Practice
37643C1C-C58C-4814-9B7B-AC1368AA0B0A,2023-04-18 15:39:00.950,"51.84743492115994, 0.7230051861869002","Safety - Procedural (RAMS, Permits, Process etc.)",Evidence of NPORS card sent through  by subcontractor,Hazard
14CA74F7-88AA-4E2E-B1BF-AC3771467E81,2023-05-17 15:17:37.540,"51.847797773752596, 0.7227501026960104","Safety - Plant, Equipment & Tools",NULL,Good Practice
052A1E7A-8080-4FC6-884B-AC860B1BA01A,2023-06-05 08:20:52.000,"51.848316, 0.723601",Environment - Pollution - Water course,NULL,Good Practice
9353AB15-E8CA-4A70-ABF0-ACDF32A993C3,2022-07-27 13:58:02.603,"51.847980273374375, 0.7237857881775147",Safety - PPE,NULL,Good Practice
E0406A4A-F0F0-4F0E-9B91-ADFEF7627984,2022-08-10 09:00:56.657,NULL,Safety - PPE,Correct PPE briefed out in SOS,Hazard
5F1A6BF6-36B5-4A44-A4D7-AEF9113301B5,2022-09-05 11:25:26.177,NULL,Safety - Welfare Facilities,Wernick called out to replace water boiler,Good Practice
2AF1B287-4FE7-4884-A485-AEFF14A2A547,2022-12-19 15:55:48.880,"51.848012328320394, 0.7236043773019757","Safety - Plant, Equipment & Tools",NULL,Good Practice
6CA6F5C3-ECF0-4D81-A2C5-AD5A2A253BA2,2022-08-12 10:22:58.307,"51.84763442077327, 0.7232441382602197",Safety - Welfare Facilities,NULL,Good Practice
4431233F-5D69-4384-90E6-AD68EDD30D17,2023-01-27 13:02:09.000,"51.5155, -0.0935",Safety - Practice (doing something outside the other categories),NULL,Hazard
8C396D91-8A6D-4AAF-943B-ADA288A2D083,2023-01-28 11:03:36.077,"51.8476707, 0.7236875",Environment - Resources (energy/water/material),"Security reminded to turn the lights off when locking up on Friday evening ",Hazard
991CCF1F-DA7D-4797-939A-ADDE14991A2F,2022-05-13 06:42:36.250,"51.84806328232893, 0.7236406376206325",Safety - Practice (doing something outside the other categories),Changed to blue background white writing,Hazard
ED39B5F9-6AF2-42B9-AF08-ADDE4C928FA5,2022-06-30 07:35:39.903,"51.8479708971159, 0.7235922838331579",Safety - Housekeeping,Vegetation at the compound is trimmed monthly,Hazard
19895DA4-C1E0-46DC-9B55-ADF21E5CC664,2022-08-31 12:46:17.700,NULL,"Safety - Electrical Safety ",Good practice,Good Practice
5CA0A0BE-2637-4AB0-8548-AEF8417A83BA,2023-04-14 14:12:58.657,"51.84731216057304, 0.7230267499701393","Safety - Plant, Equipment & Tools",NULL,Hazard
8A5B3933-89A6-4BDE-B256-AF0EFF0785C3,2022-10-11 07:01:45.000,"51.5155, -0.0935",Safety - Housekeeping,Subcontractor made good the damage to the farmers field,Hazard
85406D3E-54C0-40CF-B6D8-AF5DCD396ED3,2022-07-19 10:48:47.067,"51.84799777692072, 0.7236054002492047",Safety - Welfare Facilities,NULL,Hazard
3170B064-4806-4F84-BBAA-AF9B8634FE70,2023-07-12 15:40:09.663,"51.847950871617236, 0.7240916196426994","Safety - Plant, Equipment & Tools",NULL,Good Practice
EBAE3F53-F8EB-488E-9932-AFA8B6486CB5,2022-11-19 07:39:13.567,"51.8475875, 0.7229838",Safety - Hit/Struck by something fixed or stationary,NULL,Good Practice
8D34270A-C9EB-4DD0-A356-AFAC8072C882,2022-09-07 11:14:19.000,"51.7786206, 0.6033781",Safety - PPE,NULL,Good Practice
15098B0A-326D-42E5-A17F-AFEC31A078F6,2022-11-27 06:02:06.507,"51.8483324, 0.7239653",Safety - Hit/Struck by something fixed or stationary,Soil Engineering have beenspoken to,Hazard
33B04665-A218-441E-BF7B-AE560D34CA65,2022-11-12 07:31:46.430,"51.8475367, 0.7230133",Safety - Unknown Services,NULL,Hazard
9B5ED293-75B5-495C-B3DE-AEA084521F9C,2023-01-20 16:23:31.917,"51.847951636934084, 0.724143741913239",Safety - Plant/Vehicle movement & People Interface,NULL,Good Practice
A6283B25-670E-4803-95B1-AEB4A1715D5F,2023-01-07 09:13:38.343,"51.8498454, 0.7305342",Safety - Housekeeping,Bin emptying on a 2 week cycle - due to be emptied week commencing 16/01/2023,Hazard
A62A47B8-169C-4924-A007-B64D7831E2BD,2023-01-21 09:20:00.173,"51.833774, 0.7131801",Safety - Third Party / Public,"Reported to Soil Engineering ",Hazard
6B66D1FE-230B-4DDC-9A82-B065BD61BB55,2021-08-25 15:05:45.000,"51.84796144058203, 0.7235912744216654",Safety - Unknown Services,NULL,Hazard
655ACFA8-5C68-46A6-B25D-B0860E95C0F8,2022-10-22 06:15:03.387,"51.8480267, 0.7234068",Safety - Housekeeping,Soil Engineering have been told about the sign,Hazard
34004397-774A-4D4A-8310-B0CC711CBDB0,2022-10-11 22:16:51.907,"51.84750280181976, 0.7230417428464261",Safety - Traffic Management / RTA,Good practice,Good Practice
A351DC57-A3CD-4C88-9D20-B0F34CEBF51F,2022-02-02 17:14:24.850,"51.84898983270217, 0.7171154049456208",Environment - Waste Disposal (Compliance),Good practice,Good Practice
CF542E13-B30C-4740-BF70-B0F4DFFC4D91,2022-12-03 15:13:38.567,"51.8475883, 0.723355",Health - Other Health Issues,Not an issue as fence is not stand alone,Hazard
7616D926-54AC-48B7-98D8-B11AEC35BFD1,2022-09-08 08:01:15.920,NULL,Safety - PPE,NULL,Good Practice
E751CAC5-6F54-4CBC-9244-B1EDCCC3D0F4,2022-07-22 07:11:36.030,"51.84797910126541, 0.7236076407524936",Environment - Land Contamination,NULL,Good Practice
2CBEE17E-31F1-4670-9012-B1FF5314C81B,2022-10-02 12:01:14.987,"51.8476817, 0.7233833",Safety - Housekeeping,Soil engineering informed,Hazard
C8A84B73-EBAC-4E3C-AABC-B25136CB97D0,2023-06-15 09:31:48.417,"51.84763559258275, 0.7232345576533605","Safety - Plant, Equipment & Tools",NULL,Good Practice
430FE3D7-AA83-40AF-BEF5-B28E01445FD2,2023-07-04 15:28:47.023,"51.84772780914795, 0.7235168580017382","Safety - Plant, Equipment & Tools",Strimmer returned to Speedy to be fixed or replaced,Hazard
BA047EAF-DE2D-4E57-B022-B327A5B298D6,2023-06-20 16:05:52.523,"51.51112281722157, -0.08721822872766034",Safety - Practice (doing something outside the other categories),NULL,Good Practice
FF71FC1D-7581-4E54-8E11-B3353733DEF4,2022-08-16 09:50:31.000,"51.501731927923345, -0.12000848143361509","Safety - Slip, Trip or Fall on same level",Reported to works manager,Hazard
1CDD104A-84FC-4272-A948-B3A063382C84,2023-02-06 09:09:50.173,"51.84729443736119, 0.7236796350845909","Safety - Plant, Equipment & Tools",Plant reviews on-going,Hazard
75C6B7B3-2B32-483B-816F-B3BD204659AD,2022-01-14 10:15:01.000,"51.847973552078784, 0.7236315391835504",Safety - Housekeeping,Chairs moved back under their desks leaving the fire exit clear,Hazard
1EDF3512-88D8-498A-9AD7-B1AC47ABA0F9,2022-10-29 08:13:12.907,"51.8475267, 0.7229583",Health - Other Health Issues,NULL,Hazard
89EDB6D6-6A8E-485E-A9FC-B3FFE2124F15,2022-09-29 08:56:06.523,NULL,Safety - Welfare Facilities,Reported to works manager,Good Practice
2DC3A506-29B5-479B-AACE-B44B4E64C8AA,2022-11-17 11:05:38.000,"51.846985018089256, 0.724604654722798",Safety - Housekeeping,NULL,Good Practice
E306DF14-9CDB-42C8-A4FC-B5080A507326,2022-03-30 13:21:09.743,"51.84766074069538, 0.7236221428942624","Safety - Slip, Trip or Fall on same level",Good practice,Hazard
DED81717-5C37-4F66-8885-B1773539D077,2022-08-06 00:49:35.547,"51.7771973, 0.5991936",Safety - Excavations & Confined Spaces,Reported to National Highways,Hazard
41CF2F86-2014-4EE7-8CC2-B46CB3CC017D,2022-10-19 10:10:23.397,"51.847994248209794, 0.7236240423277099",Safety - Housekeeping,NULL,Hazard
2320D722-8CD2-44EB-A9FA-B47B825DDF3A,2022-05-04 08:29:27.637,"51.511107800846446, -0.08465789571979299","Health - Handling, Lifting or Carrying",Conrad Procter - works manager - has suggested asking for help if unable to reach items in high cupboards,Hazard
05D9F0AC-0859-4992-B5BC-B4898CD9A30D,2022-06-14 10:07:55.887,"51.84795953634236, 0.7235953032818615",Environment - Waste Management,NULL,Good Practice
19C5DFC5-4078-4A4D-A378-B4D3713BE8EA,2022-09-26 16:38:36.107,"51.8479186, 0.7235087",Safety - Third Party / Public,Be mindful when coming face to face with domestic animals,Hazard
C7BFFDCF-6DB8-44BE-B458-B4EFDBA0D219,2021-11-12 09:04:00.177,"51.84793014545894, 0.7236389045869553","Safety - Plant, Equipment & Tools",Signage has been ordered,Hazard
53BFBEF5-24F6-4984-9461-B5416FCC5997,2021-09-06 11:12:58.400,"51.84864671991501, 0.7244581529325389",Environment - Resources (energy/water/material),Closed out by Conrad Procter new water meter installed,Good Practice
20BA1928-7A94-4B04-87C3-B5D5F4648462,2022-06-07 13:38:45.327,"51.84802984141127, 0.7236288276686877",Safety - Plant/Vehicle movement & People Interface,NULL,Good Practice
8F4250F0-5289-4847-ABA6-B6610E2706DA,2022-06-14 10:03:38.107,"51.84795953634236, 0.7235953032818615",Environment - Waste Disposal (Compliance),NULL,Good Practice
4B5A7CB5-0762-4719-9DAF-B691651EDD45,2023-07-04 08:39:19.000,"51.834319217433624, 0.72570106667039","Safety - Plant, Equipment & Tools",Contractor notified,Hazard
407CAF3E-8925-4C23-966F-B6372D870D36,2022-05-19 10:04:38.430,NULL,Safety - PPE,"Presentation was delivered from public walkway and then a designated walkways on site, which are PPE free zones, inc. the car park where you attend work....",Hazard
B4CD62A7-A4BD-460F-BA88-B6ECAB8397E9,2022-03-21 14:21:12.703,"51.84803598482194, 0.7236384487367705",Environment - Waste Management,Good practice,Good Practice
EB1A9923-0FBC-4BCB-AE9A-B71422BCC690,2022-09-01 19:07:36.000,"51.84670243010416, 0.724127552920093",Safety - Plant/Vehicle movement & People Interface,Staff reminded of 5 mph speed limit on site,Hazard
98D015E3-FAC9-4B0E-A9CB-B760D449A259,2023-03-03 16:32:58.407,"51.84734246367677, 0.7236558091431311",Safety - Practice (doing something outside the other categories),NULL,Good Practice
9F605B6F-CAB8-4851-8966-B76D466FEDFA,2022-11-09 09:41:57.000,"51.5155, -0.0935",Safety - Housekeeping,NULL,Hazard
1681AD22-7E44-4288-B9F8-C96F0FDD0379,2021-10-26 09:32:30.753,NULL,Safety - Housekeeping,Good practice,Good Practice
895A1958-58C8-40B2-8D5F-C98938EC3C54,2021-10-15 14:25:34.000,NULL,Safety - Practice (doing something outside the other categories),Good practice,Good Practice
436FF4E9-66E2-40C5-A7FD-B771DF748C2C,2022-08-30 10:16:34.010,"51.848072346803015, 0.7236019009619129",Environment - Resources (energy/water/material),NULL,Good Practice
12D8A404-39BA-475C-B4D6-B73096A1DF17,2021-10-26 09:25:54.320,NULL,Safety - Welfare Facilities,NULL,Good Practice
470C1888-8C19-44BE-B4F7-B79CFC158C8F,2023-02-24 08:31:14.090,NULL,Safety - Welfare Facilities,NULL,Good Practice
14958A25-2A16-4DE3-BF9E-B9591602E357,2022-02-03 08:51:46.880,NULL,Health - Other Health Issues,"Good practice, thanks given to our gateman to keep up the good work",Good Practice
0B4A6033-0A5C-446C-83F2-B9C4B3B36E78,2022-10-19 09:51:39.560,"51.847994248209794, 0.7236240423277099",Environment - Waste Disposal (Compliance),NULL,Good Practice
A6372CED-3311-429F-BD38-B9C6A2DA49EE,2022-05-04 08:47:57.793,NULL,Health - Other Health Issues,New defib  pads ordered to the London office,Hazard
CCBEB313-7258-4252-95DA-B9E763536A8A,2021-08-25 12:16:33.370,"51.8481564, 0.7237574",Safety - Housekeeping,NULL,Good Practice
0DD06CAA-E57C-45CF-8DCD-B9FBB84833C2,2021-08-25 12:06:56.603,"51.847930468728606, 0.7235154376212849",Safety - PPE,NULL,Good Practice
8AB56A90-F5FE-4D8E-A9B6-BA724A48377F,2023-03-28 13:01:46.487,NULL,Health - Other Health Issues,Site supervisor applied WD40 to stop the sqeak,Hazard
72CD482A-CD62-4991-9AB5-BAB06996CD0F,2022-04-25 19:28:29.370,"51.84804603761119, 0.7236417281503779",Safety - Housekeeping,NULL,Good Practice
7B817ACE-2BE1-449A-8272-BAC557FE1C5A,2023-01-24 14:18:14.943,"51.848003515290166, 0.7235870466492571",Environment - Waste Management,Cleaned away by site supervisor and oeprative,Hazard
8DAA41F3-4993-4388-AEEB-BADCB4FD7358,2023-06-27 14:02:36.763,NULL,Environment - Pollution - Air quality / dust,Failing LED lights have been taken off,Good Practice
C8FAFFE0-75F8-425A-B56C-BB49107EE6AE,2022-02-15 15:15:46.803,"51.850982659999985, 0.7211758999999998",Environment - Resources (energy/water/material),Good practice,Good Practice
203F9B82-4691-48CA-8F33-BB7E694CB5D3,2023-01-05 16:21:28.000,"51.84888626937492, 0.7256624290241476",Safety - Plant/Vehicle movement & People Interface,NULL,Good Practice
39A863CC-8BCB-43A1-B417-BBA6A1E58D47,2023-06-05 15:52:55.927,"51.84717341836484, 0.7238179904122255",Safety - Practice (doing something outside the other categories),NULL,Good Practice
6D755ED7-ECD3-4B7A-9DA0-BC84A2B07D6B,2022-11-01 08:23:37.000,"51.848346, 0.723643",Safety - Housekeeping,Cleared up by site staff,Hazard
D16C0DF9-4B46-4BA1-8AA0-BCECE278DA16,2023-06-14 15:38:04.977,"51.848309, 0.723581","Safety - Plant, Equipment & Tools",The cone has been fixed,Hazard
C21A8C6A-780E-447A-BDC1-B89A39356D26,2022-11-22 13:09:00.110,"51.51006115393012, -0.08619031473723762",Quality,London office is moving in December,Good Practice
64C14FBF-5225-4357-9E2E-BBC1F54E1C63,2022-10-23 08:27:04.053,"51.8475733, 0.7228017","Safety - Slip, Trip or Fall on same level",Drainge to be cleared outside the office to let the water escape,Hazard
58DB6729-D02D-4706-A8AA-BBE2DAF27FD9,2023-02-06 09:11:03.380,"51.84826145554592, 0.7252301041130371","Safety - Procedural (RAMS, Permits, Process etc.)","File compressed and added to highways passport - informed by Mark Tootell that the field category was too long ",Hazard
1F6D379E-3AC6-4A5D-AA82-BBEEDD491EA1,2022-01-14 10:30:39.000,"51.847973552078784, 0.7236315391835504",Safety - Housekeeping,Good practice,Good Practice
A355DEDC-D6FA-4509-9BD3-BCBBF493B267,2022-06-14 10:39:05.723,"51.84795953634236, 0.7235953032818615",Environment - Waste Disposal (Compliance),NULL,Good Practice
2A8B811E-642B-4C38-8E56-BD1075EB38C6,2023-02-12 07:18:40.187,"51.8475577, 0.7267091",Environment - Pollution - Air quality / dust,Smell is coming from the Anglian Water underground sewage plant across the road from A12 site,Hazard
E8DD2075-EFE3-426A-87D1-BD4041CE75A9,2022-06-29 21:30:23.043,"51.8847163, 0.80276",Safety - Plant/Vehicle movement & People Interface,Reported to Tony Carr -CP to follow up,Hazard
AAEB10CA-E9BA-4E26-86C6-B8B5539D577C,2022-03-31 22:22:52.750,"51.84803850191418, 0.7236303208272984",Safety - Traffic Management / RTA,Good practice,Good Practice
C1E7445F-7394-47ED-8DF8-B91A24355CD6,2023-03-16 14:07:52.307,NULL,Safety - Hit/Struck by something fixed or stationary,"Sign put on the door advising to be cautious when opening ",Hazard
83414C35-B5F0-4223-95B5-B932804F4AB7,2023-06-05 08:31:34.443,"51.848316, 0.723601",Environment - Resources (energy/water/material),NULL,Good Practice
