text,predicted_label
Continuing of digging trench of 800mmx950mm with 15t excavator,Hazard
"- SOS briefing 
-Receiving material from 75k stockpile 
- layering and compacting 






",Hazard
"Cross Over Beams cut for SCS in crosswall XY
",Hazard
#NAME?,Hazard
BRSU East: Finished striking formwork on the abutment wall with the use of the crane and mewps. ,Hazard
"07:45 - 08:00 - SOS Briefing
",Hazard
"Wall 4 South Shutters - 

10:00 - 11:00 - 6x fixes tightening dywidags on NF and FF, 1x shutter removed from W4N and installed on W4S.

15:00 - 15:30 - 5x chippies installing internal and external platforms.",Hazard
"11:55 - 13:00 first concrete wagon arrived on site , concrete was tested with 210mm slump . Discharge times 12:10 - 13:00 ",Hazard
"- Steel Fixing 2nd layer of A393 mesh for crane platform
- Installing shutters 
- Cleaning Rebar ready for poor tomorrow 
",Hazard
"- Steel Fixing 2nd layer of A393 mesh for crane platform
- Installing shutters 
- Cleaning Rebar ready for poor tomorrow 
",Hazard
Socotec surveyors monitoring the Retaining Wall at the disused network rail line.,Hazard
10:00 - 11:00 - 1st break ,Hazard
13:00 - 1no edd operative (brokk operator) gone home half day,Hazard
- Installed 50 pieces of ply on Harvil Road South Side ,Hazard
"PF019
Case and digging to flood depth.
Flood pile.",Hazard
General site house keeping.,Hazard
"Atlas Road

Generator and GTU tension guards removed to make way for works",Hazard
Start of shift morning briefing ,Hazard
BREAK,Hazard
#NAME?,Hazard
BS17- 16:00- 10x Steel fixers fixing B1,Hazard
70T crawler crane demobilised from site. All works now complete. Tilt metres installed by Socotec,Hazard
08:00 -12:00:- lydons installing key clamp around the SH water tank. ,Hazard
08:00 -12:00:- lydons installing key clamp around the SH water tank. ,Hazard
Installed acoustic barriers ,Hazard
"08:15 - 17:00;  
Core 217 2.9m
Core 237 3.43m
Core 238 3.73m

Re core 39 3.57m
Re core 120 3.7m
Re core 121 3.66m
Re core 182 3.57m
Re core 188 3.87m ",Hazard
"Muckaway Under way using 25T excavator, 1000 tonnes booked today through CAPPAGH, only received 720 tonnes.",Hazard
"Muckaway Under way using 25T excavator, 1000 tonnes booked today through CAPPAGH, only received 720 tonnes.",Hazard
Last piece of asbestos pipe located and removed by watching brief,Hazard
Testing team performing HSV testing on Panel 2 formation,Hazard
Delivery of freestanding welding sheets,Hazard
"Rig moved to ESB side , changed the auger to 1500 dia and started excavating the pile.",Hazard
"Rig moved to ESB side , changed the auger to 1500 dia and started excavating the pile.",Hazard
"SSW10-11

Commence the installation of walkway platform  (Ongoing works)
",Hazard
Breaking the concrete and excavation,Hazard
Kilnbridge completed hydrodemolition works to find couplers in Bubble V,Hazard
No works due to draining installation ,Hazard
Steel fixing on the upstands and install of Eazistrip,Hazard
The rockwheeling continued and about 200-300mm of overpoured concrete remains to be rockwheeled.,Hazard
"SOS briefing delivered, understood and signed on by workforce, site inspection completed around fence line, sidings, inert stockpile and loading area. RFS water bowser dampening inert stockpile, loading area, truck routes and haul road. Inert spoil delivery from Thames-material (Expanded OCC), Walsh (VRCB ). Quattro road sweeper cleaning haul road, loading pad, and truck routes. Construction may need a possession for the north end to start the groundworks for the basket removal. 1inraill on site for track inspection and maintenance. 2 x Thames deliveries turned away, due to contaminated material. (see pics) the Wheel wash has been serviced. ",Hazard
"SOS briefing delivered, understood and signed on by workforce, site inspection completed around fence line, sidings, inert stockpile and loading area. RFS water bowser dampening inert stockpile, loading area, truck routes and haul road. Inert spoil delivery from Thames-material (Expanded OCC), Walsh (VRCB ). Quattro road sweeper cleaning haul road, loading pad, and truck routes. Construction may need a possession for the north end to start the groundworks for the basket removal. 1inraill on site for track inspection and maintenance. 2 x Thames deliveries turned away, due to contaminated material. (see pics) the Wheel wash has been serviced. ",Hazard
"SOS briefing delivered, understood and signed on by workforce, site inspection completed around fence line, sidings, inert stockpile and loading area. RFS water bowser dampening inert stockpile, loading area, truck routes and haul road. Inert spoil delivery from Thames-material (Expanded OCC), Walsh (VRCB ). Quattro road sweeper cleaning haul road, loading pad, and truck routes. Construction may need a possession for the north end to start the groundworks for the basket removal. 1inraill on site for track inspection and maintenance. 2 x Thames deliveries turned away, due to contaminated material. (see pics) the Wheel wash has been serviced. ",Hazard
"SOS briefing delivered, understood and signed on by workforce, site inspection completed around fence line, sidings, inert stockpile and loading area. RFS water bowser dampening inert stockpile, loading area, truck routes and haul road. Inert spoil delivery from Thames-material (Expanded OCC), Walsh (VRCB ). Quattro road sweeper cleaning haul road, loading pad, and truck routes. Construction may need a possession for the north end to start the groundworks for the basket removal. 1inraill on site for track inspection and maintenance. 2 x Thames deliveries turned away, due to contaminated material. (see pics) the Wheel wash has been serviced. ",Hazard
"SOS briefing delivered, understood and signed on by workforce, site inspection completed around fence line, sidings, inert stockpile and loading area. RFS water bowser dampening inert stockpile, loading area, truck routes and haul road. Inert spoil delivery from Thames-material (Expanded OCC), Walsh (VRCB ). Quattro road sweeper cleaning haul road, loading pad, and truck routes. Construction may need a possession for the north end to start the groundworks for the basket removal. 1inraill on site for track inspection and maintenance. 2 x Thames deliveries turned away, due to contaminated material. (see pics) the Wheel wash has been serviced. ",Hazard
"SOS briefing delivered, understood and signed on by workforce, site inspection completed around fence line, sidings, inert stockpile and loading area. RFS water bowser dampening inert stockpile, loading area, truck routes and haul road. Inert spoil delivery from Thames-material (Expanded OCC), Walsh (VRCB ). Quattro road sweeper cleaning haul road, loading pad, and truck routes. Construction may need a possession for the north end to start the groundworks for the basket removal. 1inraill on site for track inspection and maintenance. 2 x Thames deliveries turned away, due to contaminated material. (see pics) the Wheel wash has been serviced. ",Hazard
"SOS briefing delivered, understood and signed on by workforce, site inspection completed around fence line, sidings, inert stockpile and loading area. RFS water bowser dampening inert stockpile, loading area, truck routes and haul road. Inert spoil delivery from Thames-material (Expanded OCC), Walsh (VRCB ). Quattro road sweeper cleaning haul road, loading pad, and truck routes. Construction may need a possession for the north end to start the groundworks for the basket removal. 1inraill on site for track inspection and maintenance. 2 x Thames deliveries turned away, due to contaminated material. (see pics) the Wheel wash has been serviced. ",Hazard
"SOS briefing delivered, understood and signed on by workforce, site inspection completed around fence line, sidings, inert stockpile and loading area. RFS water bowser dampening inert stockpile, loading area, truck routes and haul road. Inert spoil delivery from Thames-material (Expanded OCC), Walsh (VRCB ). Quattro road sweeper cleaning haul road, loading pad, and truck routes. Construction may need a possession for the north end to start the groundworks for the basket removal. 1inraill on site for track inspection and maintenance. 2 x Thames deliveries turned away, due to contaminated material. (see pics) the Wheel wash has been serviced. ",Hazard
"After applying bitumen paint and sealant, the third ring was placed on DC01",Hazard
"Entry for Deliveries, Plant and Labour",Hazard
"08:00-13:00
Build-up of 6F5 layer on the platform in Dawsons field, 13t vibrating roller was used to conduct at least 6 passes, as highlighted in Table 6/4 of the highways code. 
15 Hydrema wagons transported 6F5 from Gate 1 to Skip lane.  
Placement of terram and 100-150mm layer of 6C ",Hazard
panel 31 excavation at bite 1/24m depth,Hazard
"Log 2 - No of operators provided by KCSL does not align with what SCS observed on site, attended site @16:00 5x fixers in threading yard, 7x in bending yard, 3x fixing blackhats, and about 30 on site carrying out works.

KCSL report: 27 carpenters +1supervisor 
8 concrete finishers +1 supervisor 
2 boom operators 
2 pump operators 
6 slingers + 3 slinger supervisors 
2 scaffolders 
2 general operatives 
1 drainage operative
1 forklift driver 
2 store man 
4 setting out engineers 
1 grad engineer 
1 site engineer 
2 Construction
 Managers
Fixers TBC by Adrian Pop",Hazard
SB22- mewp slab getting ready for concrete ,Hazard
"0830 - 1000: 2X Fixers finished fixing the upstand in panel 13 and moved on to panel 15, Moving steel by slingers (Using TC-C)  and fixers.  ",Hazard
"Log 2 - 

08:00 - 14:00 - still pumping water out with bowser. 4x finishers in area.",Hazard
#NAME?,Hazard
#NAME?,Hazard
Cemos MEWP arrived from ESB,Hazard
SOS Briefing,Hazard
"10t Crawler crance installed 5 Steel Mats from Ivor King on the West FIlcor.
     West Filcor has now 10 Steel mats. 
     East Filcor has 5 Steel mats - 4 are pending completion.",Hazard
#NAME?,Hazard
W23S: 2 ops cleaning construction joint and 10 KCSL concrete gang pouring concrete ,Hazard
Zublin Plant List.,Hazard
08:30 - 09:00 | Casing PEPW011.,Hazard
Frame 3 removal commenced,Hazard
"08:15 : T&M bowser pumping out manhole in portal area. Initial dip = m, after pumping = m",Hazard
"08:15 : T&M bowser pumping out manhole in portal area. Initial dip = m, after pumping = m",Hazard
"08:15 : T&M bowser pumping out manhole in portal area. Initial dip = m, after pumping = m",Hazard
"07:45 - 08:00: SOS Briefing, Daily PUWER Checks",Hazard
Morning SOS,Hazard
09:30 | B1 cage delivery. ,Hazard
Servest removed and relocated CCTV camera on hoarding notch.,Hazard
Permit to dig signed off and 5t excavator brought to PVE haul road.,Hazard
The plant operator started excavating for the 3.9m x 2.4m x 1.2m drawpit. An RP accompanied the plant operator and ensured that all the control measures in the permit are implemented.,Hazard
No SIAN Operatives on site today - All workforce told on 17-02-2022 to stay at home due to Dartford bridge close and high winds,Hazard
EDD: SOS BRIEFING,Hazard
Started Drilling RJB 04,Hazard
"Rubber duck used to pour concrete near the ETRC entrance / bridge crossing.

Tarmac concrete was booked on the back of ETRC haul road concrete pour.
Batch 8:25
Arrival: 9:08
slump:220

Location: ETRC bridge crossing
Discharge start 9:20
Discharge finish 9:45
Approx. 6.2m3",Hazard
7:45 - 8:15 - SOS Briefing ,Hazard
12:00- Started the saw cut of the concrete slab,Hazard
"PUMPING OUT WATER
FURTHER OBSTRUCTION CORE REMOVAL IN HOLE 2",Hazard
1600 - EOS,Hazard
"1500 - EOS JCB4 No new anchor position setup done, done general cleaning, clay moving",Hazard
SOS and TBS Sign in. ,Hazard
SOS,Hazard
#NAME?,Hazard
SOS Morning ,Hazard
"07:45: SOS
08:00-17:00: Pouring Concrete for R Protection Slab:
1st wagon @10:15
Having issues with slow concrete supply. PVE also had pour on.
2nd Wagon @13:30
Part load required and ordered after 2nd wagon had been poured.
3rd Wagon (Part Load) @15:45.",Hazard
"07:45: SOS
08:00-17:00: Pouring Concrete for R Protection Slab:
1st wagon @10:15
Having issues with slow concrete supply. PVE also had pour on.
2nd Wagon @13:30
Part load required and ordered after 2nd wagon had been poured.
3rd Wagon (Part Load) @15:45.",Hazard
"07:45: SOS
08:00-17:00: Pouring Concrete for R Protection Slab:
1st wagon @10:15
Having issues with slow concrete supply. PVE also had pour on.
2nd Wagon @13:30
Part load required and ordered after 2nd wagon had been poured.
3rd Wagon (Part Load) @15:45.",Hazard
"07:45: SOS
08:00-17:00: Pouring Concrete for R Protection Slab:
1st wagon @10:15
Having issues with slow concrete supply. PVE also had pour on.
2nd Wagon @13:30
Part load required and ordered after 2nd wagon had been poured.
3rd Wagon (Part Load) @15:45.",Hazard
13:00 - 13:30: Kellys on lunch break,Hazard
Break,Hazard
SOS Briefing ,Hazard
Crane positioned and ready for lifting,Hazard
Crane positioned and ready for lifting,Hazard
"Installation of the tree root protection. This included removing the existing type 1 that was previously there. The ground was reduced by 300mm , then the trp membrane was placed down along with the geo-grid. Shingle was then placed on top , followed by type 1 to formation level ",Hazard
"Driving of 1st sheet starts
 - Driving complete at 15:34
",Hazard
Carpenters sorting out the missing stiffners on the formwork ,Hazard
Wire cut second section of silo upstands and remove/lift out of area. Diamond drill x3 holes (finish  12:30),Hazard
Wire cut second section of silo upstands and remove/lift out of area. Diamond drill x3 holes (finish  12:30),Hazard
Wire cut second section of silo upstands and remove/lift out of area. Diamond drill x3 holes (finish  12:30),Hazard
Platform suitability signed off by SCS GF @0730 with comment of excess water / sludge on western end. CSL advised to continually inspect and raise if further maintenance required.,Hazard
Platform suitability signed off by SCS GF @0730 with comment of excess water / sludge on western end. CSL advised to continually inspect and raise if further maintenance required.,Hazard
Platform suitability signed off by SCS GF @0730 with comment of excess water / sludge on western end. CSL advised to continually inspect and raise if further maintenance required.,Hazard
Adjustment of exclusion zones and walkways.,Hazard
Setting up heras fencing perimeter with acoustic blankets - finished 12:10,Hazard
No2 level 3 concreters continue cutting pile projections,Hazard
14:50 - 16:00 | Digging PESBE 115 to 1m above the toe.,Hazard
Continuing backfilling,Hazard
Continuing backfilling,Hazard
Morning SOS Briefing ,Hazard
"Mixed Grano applied to the benching inside MH01 for a smooth finish. 
",Hazard
CSL end of shift.,Hazard
CSL end of shift.,Hazard
CSL end of shift.,Hazard
Building up platform between capping beam and sheet pile with 150mm layers of compacted 6F5 with whacker plate (08:00 - 10:00),Hazard
"Delivery of Bomag roller, to be used on Thursday morning to conduct 12 passes over the capping layer as per Highways series 600",Hazard
15:00-17:00 5no. Kelly steel fixers & 1no. Supervisors installing NF2 reinforcement to the western end of panel 11,Hazard
"2x SCS steel fixers finish installing steel, ready for concrete pour of bulk unloader base 1",Hazard
14:05 - 14:20: Offloading cages for PEPE46 and PEPE50,Hazard
Moving tents from Cutterhead ,Hazard
Moving tents from Cutterhead ,Hazard
"Wall 12 south 

1700

2x steel fixers",Hazard
"08:00 - 18:00 -  Operatives takins breaks in turns , always on the pour were min 6-7 operatives
",Hazard
"08:00 - 18:00 -  Operatives takins breaks in turns , always on the pour were min 6-7 operatives
",Hazard
BS15 south side: Waterproofing inspection cancelled on site due to incomplete works affected by weather conditions. Potential reschedule by KCSL for Monday.,Hazard
Striking shutters  for water tank plinth ,Hazard
#NAME?,Hazard
Lunch break ,Hazard
16:00 | Observed intense water ingress in PESBE121 with continuous bubbles forming on the surface of pile even to the next day. Investigations ongoing.,Hazard
"10:30 - 13:30 - SCS Clearing away concrete 
SIAN - On stand
",Hazard
Culvert work has been put on hold due to the borehole work that will take place in the FCA. The culvert work could not continue because of the limitations to the FCA access. ,Hazard
10:00 - 2200: Concreting panel 1 RC slab. Total 38m3. 4x Kelly's concrete operatives and 1x Kelly supervisor working on the area. Due to the wagon being sent back and the slow going through skip took a long time to finish the pouring. ,Hazard
"STEELYARD
Moved steel from steel yard to the gantry area.
",Hazard
10:00 - 10:35: Digging Pile D1,Hazard
"kilnbridge completed Air test to Pipeline CT-10.009 located at the southern end of Slab 6.

Air test passed. Witness by SCS Engineer & Senior quality inspector.",Hazard
SOS,Hazard
1630 - 1640 JCB4 Anchor 406 Flow test completed. (Target 290+/-10%). Grout temperature and bleed sample taken.,Hazard
08:00 Delivery of B3 Top cage,Hazard
"EDD: Coring position WH 229 to depth - Brick: 3.2m Concrete: 2.2 Clay:1.1 - incomplete - This is due to the team hitting grout, they had to leave this core  Zone E3",Hazard
"EDD: Coring position WH 229 to depth - Brick: 3.2m Concrete: 2.2 Clay:1.1 - incomplete - This is due to the team hitting grout, they had to leave this core  Zone E3",Hazard
Backfilling and compacting complete for TFL bay 2,Hazard
"SPW15
Completed the installation of FF1, FF2, FF3 and FF4 on SPW.
Installation of 25mm verticals and threads.
Took down 40mm and cut to size FF4 from the NPW to be used on NF1on the SPW pour.
NPW1
Completed FF1-FF4
Commence NF2
Completed the Top shear links
Installation of Lasers.
Installation of 25mm couplers.NF1
",Hazard
#NAME?,Hazard
"7:30 Ivor King attended the SOS
8:00 - 9:30 -> Setting up lasers for the pile installation. Moving the sheet piles from the haul road to the berm. shifting the muck.
9:30 - 10:15 -> Pre augured for sheet pile W11 position.
10:15 - 11:00 -> Break
11:10 - 11:55 -> extracted the auger from W11 position and pre augured for W12 sheet pile.
11:55 - 12:25 -> Pitching W11 and installing W11.
12:25 - 13:15 ->  Pitched W12 to the position and installed W12.
13:15 - 14:00 -> Break
14:00 - 15:40 ->Pre augured the positions for W13 and W14.
15:40 - 16:20 -> Installed W13.
16:20 - 17:00 -> Installed W14.

",Hazard
"7:30 Ivor King attended the SOS
8:00 - 9:30 -> Setting up lasers for the pile installation. Moving the sheet piles from the haul road to the berm. shifting the muck.
9:30 - 10:15 -> Pre augured for sheet pile W11 position.
10:15 - 11:00 -> Break
11:10 - 11:55 -> extracted the auger from W11 position and pre augured for W12 sheet pile.
11:55 - 12:25 -> Pitching W11 and installing W11.
12:25 - 13:15 ->  Pitched W12 to the position and installed W12.
13:15 - 14:00 -> Break
14:00 - 15:40 ->Pre augured the positions for W13 and W14.
15:40 - 16:20 -> Installed W13.
16:20 - 17:00 -> Installed W14.

",Hazard
"7:30 Ivor King attended the SOS
8:00 - 9:30 -> Setting up lasers for the pile installation. Moving the sheet piles from the haul road to the berm. shifting the muck.
9:30 - 10:15 -> Pre augured for sheet pile W11 position.
10:15 - 11:00 -> Break
11:10 - 11:55 -> extracted the auger from W11 position and pre augured for W12 sheet pile.
11:55 - 12:25 -> Pitching W11 and installing W11.
12:25 - 13:15 ->  Pitched W12 to the position and installed W12.
13:15 - 14:00 -> Break
14:00 - 15:40 ->Pre augured the positions for W13 and W14.
15:40 - 16:20 -> Installed W13.
16:20 - 17:00 -> Installed W14.

",Hazard
"7:30 Ivor King attended the SOS
8:00 - 9:30 -> Setting up lasers for the pile installation. Moving the sheet piles from the haul road to the berm. shifting the muck.
9:30 - 10:15 -> Pre augured for sheet pile W11 position.
10:15 - 11:00 -> Break
11:10 - 11:55 -> extracted the auger from W11 position and pre augured for W12 sheet pile.
11:55 - 12:25 -> Pitching W11 and installing W11.
12:25 - 13:15 ->  Pitched W12 to the position and installed W12.
13:15 - 14:00 -> Break
14:00 - 15:40 ->Pre augured the positions for W13 and W14.
15:40 - 16:20 -> Installed W13.
16:20 - 17:00 -> Installed W14.

",Hazard
"7:30 Ivor King attended the SOS
8:00 - 9:30 -> Setting up lasers for the pile installation. Moving the sheet piles from the haul road to the berm. shifting the muck.
9:30 - 10:15 -> Pre augured for sheet pile W11 position.
10:15 - 11:00 -> Break
11:10 - 11:55 -> extracted the auger from W11 position and pre augured for W12 sheet pile.
11:55 - 12:25 -> Pitching W11 and installing W11.
12:25 - 13:15 ->  Pitched W12 to the position and installed W12.
13:15 - 14:00 -> Break
14:00 - 15:40 ->Pre augured the positions for W13 and W14.
15:40 - 16:20 -> Installed W13.
16:20 - 17:00 -> Installed W14.

",Hazard
"7:30 Ivor King attended the SOS
8:00 - 9:30 -> Setting up lasers for the pile installation. Moving the sheet piles from the haul road to the berm. shifting the muck.
9:30 - 10:15 -> Pre augured for sheet pile W11 position.
10:15 - 11:00 -> Break
11:10 - 11:55 -> extracted the auger from W11 position and pre augured for W12 sheet pile.
11:55 - 12:25 -> Pitching W11 and installing W11.
12:25 - 13:15 ->  Pitched W12 to the position and installed W12.
13:15 - 14:00 -> Break
14:00 - 15:40 ->Pre augured the positions for W13 and W14.
15:40 - 16:20 -> Installed W13.
16:20 - 17:00 -> Installed W14.

",Hazard
Start of shift briefing ,Hazard
"Daily Briefing: Plan to - Complete 31,25,10.",Hazard
"Log 3 - 220T crane at crane berm, winded off 13:50 to 14:25.",Hazard
"JGL operating 2 conveyor lines, 2F material on both lines",Hazard
"1.Installation continued  on tripper cars, assembly of walkway and  handrails 
2.Lifted and installed the walkway frame for drive station on P44",Hazard
"1.Installation continued  on tripper cars, assembly of walkway and  handrails 
2.Lifted and installed the walkway frame for drive station on P44",Hazard
"NYGL Conveyor Line 1 (2F) operational hours07.50 to 16.00 
- Loading shovel feeding conveyor during breaks 
- No issues raised
Line 1 (2F) Operational hours 16:30 to 18:00 
Line 2 Operational Hours 7:45am to 10:15am 
-  minor blockages due to size of material 
Line 2 Operational Hours 11am to 18:00pm


",Hazard
"NYGL Conveyor Line 1 (2F) operational hours07.50 to 16.00 
- Loading shovel feeding conveyor during breaks 
- No issues raised
Line 1 (2F) Operational hours 16:30 to 18:00 
Line 2 Operational Hours 7:45am to 10:15am 
-  minor blockages due to size of material 
Line 2 Operational Hours 11am to 18:00pm


",Hazard
"NYGL Conveyor Line 1 (2F) operational hours07.50 to 16.00 
- Loading shovel feeding conveyor during breaks 
- No issues raised
Line 1 (2F) Operational hours 16:30 to 18:00 
Line 2 Operational Hours 7:45am to 10:15am 
-  minor blockages due to size of material 
Line 2 Operational Hours 11am to 18:00pm


",Hazard
"NYGL Conveyor Line 1 (2F) operational hours07.50 to 16.00 
- Loading shovel feeding conveyor during breaks 
- No issues raised
Line 1 (2F) Operational hours 16:30 to 18:00 
Line 2 Operational Hours 7:45am to 10:15am 
-  minor blockages due to size of material 
Line 2 Operational Hours 11am to 18:00pm


",Hazard
"NYGL Conveyor Line 1 (2F) operational hours07.50 to 16.00 
- Loading shovel feeding conveyor during breaks 
- No issues raised
Line 1 (2F) Operational hours 16:30 to 18:00 
Line 2 Operational Hours 7:45am to 10:15am 
-  minor blockages due to size of material 
Line 2 Operational Hours 11am to 18:00pm


",Hazard
The team to execute the plate bearing test have brought their equipment. The excavator has been lowered down into the shaft but the ground was not level enough for the test plate. The test has been delayed until tomorrow morning. ,Hazard
The team to execute the plate bearing test have brought their equipment. The excavator has been lowered down into the shaft but the ground was not level enough for the test plate. The test has been delayed until tomorrow morning. ,Hazard
The team to execute the plate bearing test have brought their equipment. The excavator has been lowered down into the shaft but the ground was not level enough for the test plate. The test has been delayed until tomorrow morning. ,Hazard
SOS briefing (by KK),Hazard
"11:00 - 13:00: 4no. Kellys carpenters and 1no. Kellys carpenter supervisor installing compression boards between panel 8 RC and panel 9 area, and making formworks for panel 9.",Hazard
Installing 1x6m 450mm dia carrier pipe,Hazard
Marked out the kicker level on the starter bars on back face with red tape and note,Hazard
General house keeping,Hazard
Morning Briefing,Hazard
"1500 - 1530 JCB4 Anchor 301 Stood aside for UXO probing to be carried out on empty bore, this activity is to attempt clearing bores in close range",Hazard
Installed acoustic barriers on heras fencing,Hazard
#NAME?,Hazard
"Strike shutters from grouted plates on props 4,5 &6.
Receive cube crush result from the laboratory",Hazard
Break,Hazard
#NAME?,Hazard
#NAME?,Hazard
"Installing scaffold tubes to enhance the installation of down pipes in MB1.
",Hazard
HIAB came 4 times and 8 blocks were lifted into place,Hazard
"-	Sorting out the Cover issue
-	Working on the stop ends.  Eithersides and carry on with the shutter. 
-	Start work on the platform. 
-	Crane was winded off from 8:30 pm to 1 am. 
",Hazard
SOS briefing and confined space permit briefed and signed,Hazard
16 loads of muckaway from CWVS Muckbin.,Hazard
Installed bottom cage for pile p03,Hazard
Unloading and setting up heras,Hazard
"Roller passes on formation level between GLL and GLO. Not for spec, just to tidy ground in preparation for plate bearing test.",Hazard
07:45 - SOS briefing ,Hazard
1000 - 1030: Operatives on break,Hazard
First bite completed during night shift.,Hazard
EDD begin coring in hole 1 at 12.30pm. All holes coring until break.,Hazard
"Conveyor base cage Type 11
",Hazard
9:00 - 12:30 -plant movement on haul road and water flooding on haul road ,Hazard
"Kings lifting, crane operator was present, when there is no lifting team for the shift",Hazard
"Kings lifting, crane operator was present, when there is no lifting team for the shift",Hazard
"Kings lifting, crane operator was present, when there is no lifting team for the shift",Hazard
Continued drill holes for cradle anchors 1275,Hazard
Prep Work of Transformer slab for electric rig started. see attached pics. ,Hazard
"Delivery of pre-slung props 5&6 in two artic lorries.
Off-loading started well after lunch hour when second lorry arrived",Hazard
GAB 06 - grout line can only go 9.5m into borehole.,Hazard
2no of tracks delviered for the 600t crane,Hazard
14:00 - 17:00 Steel fixing EUW2 stood whilst access scaffold for East face is installed,Hazard
Completed concreting ,Hazard
Steel installation for pour 7 commenced in the north of bubble Y during the night shift. 1.1tns installed.,Hazard
"A clear sky and a gentle breeze from the south-west, with highs of 18 degrees, precipitation is not expected.",Hazard
"Waggon 1 - 10.25-10.45
",Hazard
"Cage D2.2 for PGTBW15 inspected by SCS site engineers, no issues found. 
Cage D1.1 bottom cage for PGTBW33 also inspected by SCS engineer, no issues raised.",Hazard
Top of sheet piles being prepared for handrail to be fixed,Hazard
SOS breifing,Hazard
SOS breifing,Hazard
#NAME?,Hazard
Installation of hand rails between P11 to P17 ,Hazard
Break,Hazard
Current Progress,Hazard
"7:30-8:00- SOS briefing
8:00-11:00- backfilling and rolling on the west of the parapet bases 
11:00-11:30- all operatives went on break 
11:30-13:00- backfilling and rolling on the west of the parapet bases 
13:00-13:30- all operatives went on break
13:30-17:30- backfilling and rolling on the west of the parapet bases ",Hazard
"7:30-8:00- SOS briefing
8:00-11:00- backfilling and rolling on the west of the parapet bases 
11:00-11:30- all operatives went on break 
11:30-13:00- backfilling and rolling on the west of the parapet bases 
13:00-13:30- all operatives went on break
13:30-17:30- backfilling and rolling on the west of the parapet bases ",Hazard
"No work carried out due to steel delivery, expected delivery day is Thursday 26/05/22",Hazard
"09:00 - 13:00 - 16:00  
1 SCS Engineer + 1 SCS Section Engineer - Ongoing monitoring the old brick abutments and wing walls at set intervals",Hazard
"7:30 - 8:00 -> Start of shift and work briefing.
8:00 10:30 -> Completed the 21m drill for position ING5
10:30 - 12:00 -> Installing  inclinometer 
12:00 - 12:30 -> cleaning tank
12:30 - 15:00 -> pulled the casing out. backfilled the dug area.
15:00 - 16:00 -> Moving all the machinery to the new position PZ1 and dug 1.2m hole by hand.
16:00 -> I & M left theft the site.",Hazard
Assisting Kilnbridge with lifting core out.,Hazard
"PGTBW036 09:10- Base hardness test (2,2,2,2,1) ",Hazard
"Surface
Grout silos batch plant - continue pipe and hose connection 
Water treatment plant - installation of the clean and dirty water tanks 
Pre-assembly of BU

Box

Middle shield pushed backward for 50mm to allow the building of 1st blind ring 
Temp. belt conveyor: lifting and installation of the vertical and horizontal units
Preparation work for the core drilling of head wall in the CH by Kilnbridge team
Lowering and welding of 2no. beams to allow the pulling of the segment feeder into the tailskin
",Hazard
"Wagon on site, tested and lined up with trial formwork. Poured in around 20 minutes, 3m^3 used for this - finished at 12:20.",Hazard
"-	Finish Off T3, T2, and starting T1. 
",Hazard
13:00 - 13:30 - general operatives from Cleshar attempted to repair damaged kerbs,Hazard
Operatives were given briefing,Hazard
"- Membrane, mesh and shuttering install for slabs 3, 5 & 7",Hazard
23:00 installing platforms and tremies in prep of the concrete pour ,Hazard
23:00 installing platforms and tremies in prep of the concrete pour ,Hazard
09:40 - 10:25: Casing pile PEPW060,Hazard
09:40 - 10:25: Casing pile PEPW060,Hazard
"Threading Workshop - 

11:45 - 12:15 - 5x fixers in threading. Workshop threading 40mm bars for BS13

15:00 - 16:15 - 5x fixers 1x supervisor, threading 40mm bars for Copthall tunnel base slab.
all stock bars delivered yesterday are signed off and inspected by SCS engineer.
",Hazard
"12:00 - 12:15 | Depth of pile is 47.72m (-21.43mOD). Base hardness was grade 2 (3, 3, 2, 2, 2).",Hazard
0800 - 0815 Equipment/plant Checks ,Hazard
"BS12: 
-	Continue installation of Top Mat. 
-	Top 1: -we are missing 40 mm threaded bars so couldn’t finish them. We’ve noticed that there are some 40 mm bars (right length) already loaded on BS14, maybe we can use them and replace them after. 
-	Bar Mark 233 and 232 didn’t have enough splice (7 m and 6.7). The overlap it was around 1.6 m and we had to cut B233 (6.7 m) to be one in front of each other and we added another 4.6 m straight bar from B100 with splice 2300 splice each side. It was the only solution to maintain poor bond overlap 2264 mm(min) and to carry on with top mat. Field change required, let us know if you don’t get it done and we will do it.
-	We have used 18 no of Bar Mark 100(12 m length) to solve this issue. The drawing shows 7m and 6.7 on T1 which is not enough as on top we have poor bond. First 36 bars 32 mm from north needs to be specified in Red Lines with the aboves. 
-	Marked out all the walls for setting out couplers. 
-	Checked levels of the steel. Minimum cover is 50 mm and maximum is 65 mm. Checked all over the slab. 
-	  
BS16:
-	Moved the material so steelfixers can start installing Bottom mat. 
-	 
-	Slab ready to be marked out
",Hazard
