WeatherDescription,CloudCover,Temperature,FeelsLike,Humidity,Precipitation,Pressure,UVIndex,Visibility,WindSpeed,Reason
Moderate rain,100.00,15.00,14.00,89.00,2.20,1008.00,3,6.00,16.00,Design Delays
"Light Rain, Drizzle And Rain",100.00,15.00,16.00,94.00,0.00,1007.00,1,5.00,4.00,Design Delays
Light rain,88.00,15.00,14.00,92.00,0.50,1006.00,4,9.00,15.00,Planning
Partly cloudy,50.00,12.00,10.00,59.00,0.00,1014.00,4,10.00,14.00,Delay By Others
Overcast,100.00,7.00,4.00,84.00,0.00,1023.00,2,10.00,14.00,Delay By Others
Overcast,100.00,7.00,4.00,84.00,0.00,1023.00,2,10.00,14.00,Delay By Others
Patchy rain possible,88.00,9.00,9.00,94.00,0.00,1000.00,2,10.00,6.00,Resource
Cloudy,54.00,20.00,20.00,78.00,0.00,1014.00,5,10.00,8.00,Experience/Competence
Partly cloudy,50.00,21.00,21.00,71.00,0.00,1014.00,6,10.00,15.00,Safety
Haze,100.00,4.00,4.00,75.00,0.00,1033.00,3,7.00,4.00,Supplier Performance
Sunny,8.00,17.00,17.00,69.00,0.00,1019.00,5,10.00,7.00,Delay By Others
Partly cloudy,22.00,9.00,8.00,71.00,0.00,1032.00,3,10.00,7.00,Materials
Partly cloudy,22.00,9.00,8.00,71.00,0.00,1032.00,3,10.00,7.00,Materials
Partly cloudy,22.00,9.00,8.00,71.00,0.00,1032.00,3,10.00,7.00,Materials
Sunny,50.00,5.00,1.00,70.00,0.00,1015.00,2,10.00,21.00,Planning
Cloudy,63.00,17.00,17.00,54.00,0.00,1017.00,4,10.00,7.00,Plant
Mist,100.00,17.00,17.00,95.00,0.10,1009.00,4,2.00,8.00,Engineering
Light drizzle,100.00,11.00,7.00,88.00,0.10,996.00,3,5.00,38.00,Weather
Overcast,97.00,12.00,10.00,64.00,0.00,1001.00,1,10.00,12.00,Materials
Partly cloudy,45.00,6.00,5.00,87.00,0.00,1023.00,3,10.00,6.00,Design Delays
Light drizzle,92.00,7.00,4.00,66.00,0.00,1017.00,2,5.00,17.00,Supplier Performance
Sunny,0.00,12.00,10.00,47.00,0.00,1016.00,4,10.00,22.00,Subcontractor Performance
Partly cloudy,50.00,12.00,11.00,76.00,0.00,1021.00,4,10.00,10.00,Supplier Performance
Partly cloudy,50.00,12.00,11.00,76.00,0.00,1021.00,4,10.00,10.00,Supplier Performance
Haze,100.00,5.00,5.00,75.00,0.00,1033.00,3,7.00,2.00,Plant
Sunny,0.00,11.00,9.00,47.00,0.00,998.00,4,10.00,20.00,Delay By Others
Patchy rain possible,100.00,11.00,7.00,86.00,0.00,996.00,3,10.00,34.00,Weather
Sunny,18.00,9.00,5.00,78.00,0.00,1015.00,3,10.00,30.00,Supplier Performance
Sunny,18.00,9.00,5.00,78.00,0.00,1015.00,3,10.00,30.00,Supplier Performance
Sunny,6.00,9.00,8.00,80.00,0.00,1027.00,3,10.00,7.00,Subcontractor Interface
Sunny,6.00,9.00,8.00,80.00,0.00,1027.00,3,10.00,7.00,Subcontractor Interface
Clear,24.00,6.00,5.00,90.00,0.00,1026.00,1,10.00,6.00,Subcontractor Interface
Overcast,94.00,4.00,2.00,68.00,0.00,1000.00,1,10.00,9.00,Experience/Competence
Patchy rain possible,64.00,16.00,16.00,57.00,0.00,1007.00,4,10.00,14.00,Subcontractor Performance
Patchy rain possible,72.00,8.00,7.00,92.00,0.00,1017.00,2,7.00,8.00,Materials
Patchy rain possible,72.00,8.00,7.00,92.00,0.00,1017.00,2,7.00,8.00,Materials
Sunny,5.00,22.00,22.00,55.00,0.00,1019.00,6,10.00,12.00,Delay By Others
Sunny,18.00,8.00,5.00,71.00,0.00,1014.00,3,10.00,19.00,Weather
Overcast,100.00,7.00,5.00,81.00,0.30,1020.00,2,10.00,11.00,Design Delays
Partly cloudy,36.00,0.00,-2.00,75.00,0.00,1010.00,2,10.00,6.00,Subcontractor Interface
Sunny,4.00,5.00,2.00,67.00,0.00,1019.00,2,10.00,14.00,Delay By Others
Sunny,4.00,5.00,2.00,69.00,0.00,1019.00,3,10.00,13.00,Delay By Others
Sunny,22.00,15.00,15.00,50.00,0.00,1027.00,5,10.00,12.00,Materials
Sunny,8.00,8.00,6.00,73.00,0.00,1022.00,3,10.00,10.00,Materials
Sunny,8.00,8.00,6.00,73.00,0.00,1022.00,3,10.00,10.00,Materials
Sunny,8.00,8.00,6.00,73.00,0.00,1022.00,3,10.00,10.00,Materials
Sunny,6.00,9.00,7.00,64.00,0.00,1023.00,3,10.00,11.00,Materials
Overcast,100.00,10.00,9.00,77.00,0.00,1007.00,3,10.00,8.00,Weather
Partly cloudy,57.00,15.00,15.00,42.00,0.00,1001.00,5,10.00,17.00,Plant
Cloudy,70.00,17.00,17.00,76.00,0.00,1008.00,4,10.00,28.00,Weather
Cloudy,69.00,18.00,18.00,72.00,0.00,1007.00,4,10.00,30.00,Weather
Sunny,24.00,17.00,16.00,47.00,0.00,1018.00,5,10.00,15.00,Subcontractor Planning
Overcast,93.00,20.00,20.00,42.00,0.00,1015.00,4,10.00,8.00,Change
Overcast,93.00,20.00,20.00,42.00,0.00,1015.00,4,10.00,8.00,Change
Partly cloudy,55.00,11.00,10.00,71.00,0.00,1024.00,4,10.00,7.00,Safety
Light rain shower,78.00,11.00,9.00,76.00,0.10,1004.00,3,10.00,21.00,Change
Patchy rain possible,100.00,8.00,5.00,95.00,0.10,983.00,2,10.00,14.00,Supplier Performance
Sunny,2.00,2.00,1.00,74.00,0.00,1042.00,2,10.00,5.00,Subcontractor Performance
Light rain,100.00,11.00,8.00,90.00,0.50,1007.00,3,9.00,29.00,Delay By Others
Partly cloudy,24.00,6.00,5.00,90.00,0.00,1018.00,3,10.00,5.00,Safety
Sunny,6.00,10.00,7.00,75.00,0.00,1017.00,3,10.00,19.00,Resource
Sunny,14.00,23.00,23.00,41.00,0.00,1021.00,6,10.00,8.00,Document Control
Light rain,100.00,17.00,17.00,85.00,1.90,1004.00,4,9.00,27.00,Delay By Others
Light rain,100.00,17.00,17.00,85.00,1.90,1004.00,4,9.00,27.00,Delay By Others
Clear,0.00,5.00,4.00,81.00,0.00,1038.00,3,10.00,2.00,Design Delays
Sunny,1.00,11.00,9.00,67.00,0.00,1029.00,4,10.00,13.00,Safety
Sunny,0.00,15.00,13.00,33.00,0.00,1009.00,4,10.00,31.00,Design Delays
Sunny,0.00,15.00,13.00,33.00,0.00,1009.00,4,10.00,31.00,Design Delays
Partly cloudy,75.00,20.00,20.00,53.00,0.00,1025.00,4,10.00,19.00,Communication
Sunny,0.00,14.00,13.00,51.00,0.00,1030.00,4,10.00,11.00,Ground Condition
Sunny,11.00,16.00,16.00,46.00,0.00,1030.00,5,10.00,15.00,Ground Condition
Partly cloudy,39.00,15.00,15.00,62.00,0.00,1022.00,5,10.00,15.00,Subcontractor Performance
Overcast,100.00,6.00,4.00,61.00,0.00,1031.00,2,10.00,9.00,Plant
Sunny,7.00,29.00,29.00,39.00,0.00,1030.00,7,10.00,12.00,Ground Condition
Cloudy,77.00,18.00,18.00,76.00,0.00,1010.00,4,10.00,17.00,Commercial
Sunny,3.00,9.00,9.00,71.00,0.00,1040.00,3,10.00,2.00,Change
Sunny,8.00,12.00,11.00,54.00,0.00,1026.00,4,10.00,9.00,Planning
Sunny,8.00,23.00,25.00,44.00,0.00,1028.00,6,10.00,10.00,Ground Condition
Sunny,2.00,9.00,8.00,67.00,0.00,1042.00,3,10.00,5.00,Subcontractor Performance
Partly cloudy,27.00,3.00,-2.00,74.00,0.00,990.00,2,10.00,24.00,Supplier Performance
Light drizzle,100.00,8.00,6.00,97.00,0.10,1023.00,2,4.00,12.00,Safety
Sunny,6.00,9.00,8.00,77.00,0.00,1028.00,3,10.00,7.00,Plant
Overcast,87.00,25.00,26.00,50.00,0.00,1020.00,5,10.00,12.00,Plant
Partly cloudy,43.00,22.00,23.00,41.00,0.00,1019.00,6,10.00,7.00,Design Delays
Light rain,100.00,13.00,11.00,93.00,0.80,1017.00,3,9.00,13.00,Supplier Performance
Moderate rain,100.00,7.00,3.00,93.00,1.00,985.00,2,7.00,24.00,Weather
Moderate or heavy sleet,100.00,5.00,0.00,94.00,0.80,990.00,1,6.00,23.00,Weather
Moderate rain,100.00,7.00,3.00,93.00,1.00,985.00,2,7.00,24.00,Weather
Patchy rain possible,58.00,4.00,0.00,74.00,0.00,1024.00,1,10.00,19.00,Subcontractor Performance
Patchy rain possible,100.00,5.00,1.00,85.00,0.00,1027.00,1,10.00,19.00,Design Delays
Patchy light drizzle,80.00,8.00,5.00,72.00,0.20,1005.00,2,7.00,20.00,Weather
Patchy light drizzle,80.00,8.00,5.00,72.00,0.20,1005.00,2,7.00,20.00,Weather
Sunny,14.00,8.00,6.00,57.00,0.00,1031.00,3,10.00,9.00,Plant
Sunny,14.00,8.00,6.00,57.00,0.00,1031.00,3,10.00,9.00,Plant
Light drizzle,100.00,10.00,8.00,96.00,0.50,1013.00,3,2.00,18.00,Weather
Clear,9.00,21.00,21.00,52.00,0.00,1019.00,1,10.00,8.00,Resource
Light rain shower,78.00,11.00,9.00,76.00,0.10,1004.00,3,10.00,21.00,Design Delays
Overcast,100.00,2.00,-4.00,95.00,0.00,993.00,1,10.00,33.00,Subcontractor Performance
Overcast,100.00,2.00,-4.00,95.00,0.00,993.00,1,10.00,33.00,Subcontractor Performance
Sunny,0.00,31.00,29.00,23.00,0.00,1013.00,8,10.00,16.00,Weather
Sunny,5.00,9.00,9.00,67.00,0.00,1027.00,3,10.00,3.00,Plant
Partly cloudy,29.00,3.00,-2.00,56.00,0.00,1014.00,1,10.00,23.00,Ground Condition
Overcast,100.00,18.00,18.00,78.00,0.00,1013.00,4,10.00,20.00,Subcontractor Performance
Overcast,100.00,18.00,18.00,78.00,0.00,1013.00,4,10.00,20.00,Subcontractor Performance
Overcast,100.00,18.00,18.00,78.00,0.00,1013.00,4,10.00,20.00,Subcontractor Performance
Overcast,100.00,18.00,18.00,78.00,0.00,1013.00,4,10.00,20.00,Subcontractor Performance
Partly cloudy,75.00,18.00,18.00,56.00,0.00,1026.00,5,10.00,6.00,Engineering
Light rain shower,76.00,18.00,18.00,77.00,0.20,1005.00,4,10.00,16.00,Change
Cloudy,46.00,6.00,3.00,56.00,0.00,1046.00,2,10.00,17.00,Subcontractor Performance
Cloudy,75.00,11.00,8.00,80.00,0.00,1023.00,3,10.00,25.00,Planning
Sunny,2.00,6.00,3.00,71.00,0.00,1021.00,3,10.00,11.00,Subcontractor Performance
Overcast,100.00,19.00,19.00,60.00,0.00,1029.00,6,10.00,11.00,Delay By Company
Overcast,87.00,5.00,2.00,72.00,0.00,1030.00,2,10.00,12.00,Subcontractor Planning
Partly cloudy,51.00,6.00,5.00,71.00,0.00,1018.00,3,10.00,6.00,Plant
Sunny,25.00,8.00,6.00,64.00,0.00,1018.00,3,10.00,8.00,Plant
Light sleet,100.00,4.00,1.00,94.00,0.30,1021.00,1,9.00,12.00,Safety
Light sleet,100.00,4.00,1.00,94.00,0.30,1021.00,1,9.00,12.00,Safety
Partly cloudy,75.00,18.00,18.00,52.00,0.00,1020.00,5,10.00,24.00,Subcontractor Planning
Overcast,100.00,11.00,10.00,71.00,0.00,1007.00,3,10.00,7.00,Weather
Light rain shower,76.00,18.00,18.00,76.00,0.00,1005.00,4,10.00,9.00,Planning
Light rain shower,76.00,18.00,18.00,76.00,0.00,1005.00,4,10.00,9.00,Planning
Overcast,79.00,3.00,1.00,92.00,0.00,1026.00,1,7.00,8.00,Plant
Sunny,9.00,15.00,15.00,70.00,0.00,1023.00,4,10.00,7.00,Subcontractor Performance
Sunny,9.00,15.00,15.00,70.00,0.00,1023.00,4,10.00,7.00,Subcontractor Performance
Partly cloudy,31.00,17.00,17.00,55.00,0.00,1022.00,5,10.00,8.00,Supplier Performance
Partly cloudy,31.00,17.00,17.00,55.00,0.00,1022.00,5,10.00,8.00,Supplier Performance
Partly cloudy,32.00,6.00,4.00,65.00,0.00,1031.00,3,10.00,8.00,Subcontractor Performance
Partly cloudy,51.00,16.00,16.00,65.00,0.00,1021.00,5,10.00,24.00,Materials
Sunny,0.00,8.00,5.00,59.00,0.00,1006.00,3,10.00,23.00,Weather
Sunny,8.00,13.00,12.00,50.00,0.00,1025.00,4,10.00,10.00,Design Delays
Partly cloudy,68.00,10.00,7.00,71.00,0.00,1028.00,3,10.00,20.00,Design Delays
Partly cloudy,27.00,20.00,20.00,57.00,0.00,1006.00,6,10.00,15.00,Materials
Sunny,9.00,1.00,-1.00,77.00,0.00,1022.00,2,10.00,6.00,Delay By Others
Sunny,14.00,8.00,7.00,73.00,0.00,1022.00,3,10.00,8.00,Design Delays
Partly cloudy,40.00,11.00,6.00,60.00,0.00,991.00,4,10.00,53.00,Weather
Overcast,82.00,0.00,-4.00,76.00,0.00,1011.00,1,10.00,12.00,Safety
Sunny,22.00,17.00,17.00,77.00,0.00,1020.00,5,10.00,17.00,Subcontractor Performance
Partly cloudy,57.00,13.00,13.00,48.00,0.00,1016.00,4,10.00,7.00,Safety
Partly cloudy,42.00,6.00,1.00,64.00,0.00,1019.00,3,10.00,30.00,Covid-19
Partly cloudy,29.00,7.00,2.00,63.00,0.00,1022.00,3,10.00,29.00,Covid-19
Cloudy,60.00,19.00,19.00,54.00,0.00,1019.00,4,10.00,4.00,Experience/Competence
Sunny,5.00,31.00,29.00,27.00,0.00,1024.00,8,10.00,5.00,Materials
Sunny,0.00,22.00,25.00,58.00,0.00,1024.00,6,10.00,10.00,Delay By Company
Sunny,0.00,22.00,25.00,58.00,0.00,1024.00,6,10.00,10.00,Delay By Company
Sunny,2.00,19.00,19.00,67.00,0.00,1027.00,5,10.00,11.00,Design Delays
Sunny,2.00,19.00,19.00,67.00,0.00,1027.00,5,10.00,11.00,Design Delays
Overcast,68.00,27.00,27.00,34.00,0.00,1022.00,6,10.00,1.00,Change
Overcast,77.00,18.00,18.00,47.00,0.00,1025.00,4,10.00,9.00,Resource
Overcast,100.00,19.00,19.00,47.00,0.00,1025.00,4,10.00,11.00,Resource
Sunny,20.00,11.00,10.00,59.00,0.00,1016.00,4,10.00,7.00,Subcontractor Performance
Sunny,20.00,19.00,19.00,68.00,0.00,1020.00,5,10.00,18.00,Design Delays
Partly cloudy,33.00,7.00,4.00,88.00,0.00,1031.00,3,10.00,18.00,Supplier Performance
Partly cloudy,75.00,12.00,10.00,71.00,0.00,1030.00,4,10.00,35.00,Engineering
Partly cloudy,75.00,12.00,10.00,71.00,0.00,1030.00,3,10.00,35.00,Engineering
Overcast,100.00,11.00,8.00,70.00,0.00,1031.00,3,10.00,25.00,Engineering
Sunny,22.00,17.00,17.00,77.00,0.00,1020.00,5,10.00,17.00,Engineering
Sunny,20.00,19.00,19.00,68.00,0.00,1020.00,5,10.00,18.00,Engineering
Partly cloudy,18.00,20.00,20.00,62.00,0.00,1022.00,5,10.00,14.00,Subcontractor Interface
Light rain shower,100.00,11.00,8.00,64.00,0.00,998.00,3,10.00,27.00,Materials
Cloudy,86.00,17.00,17.00,91.00,0.00,1019.00,4,10.00,5.00,Resource
Partly cloudy,26.00,15.00,14.00,74.00,0.00,1025.00,4,10.00,11.00,Subcontractor Interface
Partly cloudy,75.00,20.00,20.00,53.00,0.00,1025.00,5,10.00,19.00,Resource
Sunny,0.00,32.00,30.00,26.00,0.00,1013.00,9,10.00,13.00,Subcontractor Performance
Sunny,7.00,36.00,34.00,16.00,0.00,1013.00,9,10.00,16.00,Subcontractor Performance
Sunny,7.00,36.00,34.00,16.00,0.00,1013.00,9,10.00,16.00,Subcontractor Performance
Sunny,0.00,32.00,30.00,26.00,0.00,1013.00,9,10.00,13.00,Subcontractor Performance
Cloudy,64.00,14.00,13.00,81.00,0.00,1002.00,3,10.00,17.00,Plant
Partly cloudy,47.00,13.00,10.00,76.00,0.00,1014.00,4,10.00,29.00,Subcontractor Performance
Partly cloudy,45.00,15.00,14.00,88.00,0.00,1017.00,4,10.00,7.00,Resource
Sunny,2.00,7.00,7.00,74.00,0.00,1039.00,3,10.00,4.00,Subcontractor Planning
Light rain,100.00,7.00,5.00,95.00,0.60,1020.00,2,9.00,13.00,Supplier Performance
Sunny,4.00,18.00,18.00,47.00,0.00,1022.00,5,10.00,13.00,Subcontractor Interface
Sunny,0.00,17.00,17.00,68.00,0.00,1017.00,5,10.00,31.00,Supplier Performance
Sunny,0.00,32.00,30.00,24.00,0.00,1017.00,8,10.00,19.00,Plant
Sunny,0.00,32.00,30.00,24.00,0.00,1017.00,8,10.00,19.00,Plant
Patchy rain possible,100.00,12.00,9.00,88.00,0.00,1005.00,3,7.00,22.00,Supplier Performance
Light Rain,75.00,15.00,13.00,82.00,0.00,1004.00,3,6.00,19.00,Supplier Performance
Partly cloudy,75.00,7.00,3.00,87.00,0.00,1008.00,2,10.00,19.00,Weather
Sunny,18.00,2.00,0.00,91.00,0.00,1034.00,2,7.00,6.00,Planning
Sunny,0.00,31.00,32.00,41.00,0.00,1017.00,8,10.00,20.00,Ground Condition
Sunny,0.00,31.00,32.00,41.00,0.00,1017.00,8,10.00,20.00,Ground Condition
Sunny,12.00,-2.00,-6.00,90.00,0.00,1013.00,2,10.00,11.00,Safety
Sunny,2.00,9.00,9.00,66.00,0.00,1042.00,3,10.00,5.00,Plant
Partly cloudy,50.00,7.00,2.00,54.00,0.00,1011.00,3,10.00,30.00,Delay By Others
Sunny,1.00,2.00,0.00,83.00,0.00,1041.00,2,10.00,7.00,Design Delays
Sunny,4.00,5.00,2.00,75.00,0.00,1028.00,2,10.00,11.00,Weather
Sunny,4.00,5.00,2.00,75.00,0.00,1028.00,2,10.00,11.00,Weather
Partly cloudy,75.00,13.00,11.00,67.00,0.00,1021.00,4,10.00,28.00,Delay By Others
Partly cloudy,22.00,16.00,16.00,48.00,0.00,1006.00,5,10.00,13.00,Subcontractor Performance
Overcast,100.00,11.00,9.00,70.00,0.00,1026.00,3,10.00,13.00,Delay By Others
Overcast,100.00,5.00,0.00,59.00,0.00,1006.00,2,10.00,36.00,Delay By Company
Overcast,100.00,12.00,9.00,86.00,0.00,1003.00,3,10.00,28.00,Subcontractor Performance
Overcast,100.00,14.00,15.00,63.00,0.00,1026.00,3,10.00,5.00,Subcontractor Performance
Sunny,3.00,3.00,2.00,87.00,0.00,1037.00,2,10.00,7.00,Delay By Others
Sunny,3.00,3.00,2.00,87.00,0.00,1037.00,2,10.00,7.00,Delay By Others
Sunny,2.00,3.00,1.00,87.00,0.00,1036.00,2,10.00,8.00,Delay By Others
Overcast,92.00,9.00,6.00,74.00,0.00,999.00,2,10.00,22.00,Weather
Light rain shower,96.00,10.00,7.00,71.00,0.10,999.00,2,10.00,24.00,Weather
Cloudy,73.00,23.00,24.00,36.00,0.00,1025.00,5,10.00,16.00,Subcontractor Planning
Cloudy,73.00,23.00,24.00,36.00,0.00,1025.00,5,10.00,16.00,Subcontractor Planning
Partly cloudy,21.00,4.00,0.00,79.00,0.00,1033.00,2,10.00,13.00,Subcontractor Performance
Overcast,98.00,10.00,7.00,89.00,0.00,1021.00,3,10.00,28.00,Design Delays
Partly cloudy,25.00,10.00,7.00,82.00,0.00,1020.00,2,10.00,28.00,Design Delays
Partly cloudy,59.00,12.00,10.00,64.00,0.00,1029.00,4,10.00,21.00,Delay By Company
Patchy rain possible,71.00,6.00,2.00,62.00,0.10,1003.00,2,10.00,24.00,Design Delays
Partly cloudy,42.00,13.00,12.00,80.00,0.00,1004.00,4,8.00,17.00,Materials
Partly cloudy,50.00,11.00,9.00,76.00,0.00,1024.00,2,10.00,19.00,Delay By Others
Cloudy,66.00,17.00,17.00,78.00,0.00,1019.00,4,10.00,8.00,Supplier Performance
Cloudy,66.00,17.00,17.00,78.00,0.00,1019.00,4,10.00,8.00,Supplier Performance
Cloudy,66.00,17.00,17.00,78.00,0.00,1019.00,4,10.00,8.00,Supplier Performance
Partly cloudy,69.00,18.00,18.00,71.00,0.00,1011.00,5,10.00,7.00,Planning
Overcast,94.00,12.00,12.00,91.00,0.00,1010.00,3,7.00,5.00,Delay By Others
Cloudy,66.00,12.00,10.00,68.00,0.00,1018.00,3,10.00,20.00,Planning
Partly cloudy,33.00,11.00,9.00,75.00,0.00,1018.00,4,10.00,18.00,Planning
Partly cloudy,33.00,11.00,9.00,75.00,0.00,1018.00,4,10.00,18.00,Planning
Overcast,100.00,11.00,8.00,84.00,0.00,999.00,3,10.00,24.00,Safety
Haze,100.00,10.00,9.00,87.00,0.00,1018.00,2,7.00,11.00,Design Delays
Partly cloudy,44.00,18.00,18.00,56.00,0.00,1017.00,1,10.00,22.00,Design Delays
Overcast,89.00,21.00,21.00,48.00,0.00,1004.00,5,10.00,19.00,Subcontractor Performance
Sunny,11.00,23.00,23.00,43.00,0.00,1024.00,6,10.00,5.00,Ground Condition
Sunny,11.00,23.00,23.00,43.00,0.00,1024.00,6,10.00,5.00,Ground Condition
Cloudy,56.00,23.00,24.00,69.00,0.00,1014.00,5,10.00,16.00,Subcontractor Performance
Cloudy,56.00,23.00,24.00,69.00,0.00,1014.00,5,10.00,16.00,Subcontractor Performance
Light Drizzle And Rain,100.00,8.00,6.00,93.00,0.70,985.00,2,5.00,33.00,Subcontractor Interface
Sunny,0.00,12.00,11.00,50.00,0.00,1028.00,4,10.00,11.00,Materials
Sunny,19.00,29.00,29.00,32.00,0.00,1023.00,7,10.00,3.00,Ground Condition
Partly cloudy,30.00,14.00,13.00,49.00,0.00,1009.00,4,10.00,23.00,Design Delays
Partly cloudy,27.00,13.00,11.00,54.00,0.00,1009.00,4,10.00,22.00,Design Delays
Overcast,96.00,6.00,3.00,81.00,0.00,1022.00,2,10.00,13.00,Subcontractor Performance
Overcast,98.00,6.00,3.00,82.00,0.00,1021.00,2,10.00,14.00,Subcontractor Performance
Overcast,98.00,6.00,3.00,82.00,0.00,1021.00,2,10.00,14.00,Subcontractor Performance
Overcast,100.00,3.00,3.00,81.00,0.00,1035.00,2,10.00,9.00,Design Delays
Light rain,100.00,7.00,5.00,93.00,0.60,1020.00,2,8.00,12.00,Delay By Others
Sunny,5.00,37.00,35.00,15.00,0.00,1018.00,9,10.00,17.00,Environmental
Partly cloudy,27.00,20.00,20.00,56.00,0.00,1006.00,6,10.00,15.00,Plant
Partly cloudy,71.00,10.00,7.00,89.00,0.00,1018.00,3,10.00,16.00,Subcontractor Planning
Partly cloudy,71.00,10.00,7.00,89.00,0.00,1018.00,3,10.00,16.00,Subcontractor Planning
Clear,0.00,0.00,-2.00,74.00,0.00,1011.00,1,10.00,9.00,Design Delays
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Partly cloudy,62.00,21.00,21.00,62.00,0.00,1007.00,6,10.00,21.00,Delay By Company
Partly cloudy,31.00,14.00,14.00,59.00,0.00,1023.00,4,10.00,10.00,Supplier Performance
Patchy rain possible,100.00,11.00,9.00,91.00,0.00,1016.00,3,10.00,9.00,Weather
Sunny,0.00,14.00,14.00,61.00,0.00,1029.00,4,10.00,7.00,Design Delays
Patchy rain possible,83.00,8.00,5.00,58.00,0.10,1018.00,2,9.00,23.00,Weather
Light rain shower,76.00,13.00,13.00,95.00,0.10,1025.00,3,10.00,5.00,Plant
Light rain shower,76.00,13.00,13.00,95.00,0.10,1025.00,3,10.00,5.00,Plant
Cloudy,72.00,15.00,15.00,57.00,0.00,1014.00,4,10.00,16.00,Supplier Performance
Sunny,41.00,8.00,5.00,80.00,0.00,1000.00,3,10.00,16.00,Plant
Sunny,20.00,2.00,-2.00,75.00,0.00,1016.00,2,10.00,18.00,Covid-19
Sunny,15.00,3.00,-1.00,72.00,0.00,1017.00,2,10.00,17.00,Covid-19
Partly cloudy,50.00,10.00,7.00,58.00,0.00,994.00,3,10.00,26.00,Weather
Light rain,100.00,9.00,7.00,88.00,0.30,1013.00,2,7.00,14.00,Delay By Others
Cloudy,71.00,20.00,20.00,81.00,0.00,1016.00,5,10.00,9.00,Resource
Clear,9.00,18.00,18.00,54.00,0.00,1020.00,1,10.00,10.00,Plant
Sunny,18.00,21.00,21.00,44.00,0.00,1021.00,6,10.00,9.00,Plant
Overcast,77.00,18.00,18.00,47.00,0.00,1025.00,4,10.00,9.00,Ground Condition
Partly cloudy,25.00,20.00,20.00,53.00,0.00,1011.00,6,10.00,22.00,Subcontractor Performance
Partly cloudy,25.00,20.00,20.00,53.00,0.00,1011.00,6,10.00,22.00,Subcontractor Performance
Partly cloudy,25.00,20.00,20.00,53.00,0.00,1011.00,6,10.00,22.00,Subcontractor Performance
Partly cloudy,25.00,20.00,20.00,53.00,0.00,1011.00,6,10.00,22.00,Subcontractor Performance
Partly cloudy,41.00,12.00,11.00,56.00,0.00,1016.00,4,10.00,6.00,Subcontractor Interface
Partly cloudy,41.00,12.00,11.00,56.00,0.00,1016.00,4,10.00,6.00,Subcontractor Interface
Partly cloudy,75.00,4.00,1.00,70.00,0.00,1031.00,3,10.00,13.00,Design Delays
Partly cloudy,75.00,4.00,1.00,70.00,0.00,1031.00,3,10.00,13.00,Design Delays
Mist,69.00,16.00,15.00,86.00,0.00,1013.00,4,5.00,14.00,Delay By Others
Moderate rain,93.00,7.00,3.00,83.00,0.60,1013.00,2,8.00,26.00,Ground Condition
Light rain,79.00,7.00,2.00,66.00,0.30,992.00,2,9.00,28.00,Weather
Patchy rain possible,71.00,7.00,3.00,61.00,0.00,993.00,2,10.00,27.00,Weather
Light rain,100.00,10.00,9.00,92.00,0.50,1016.00,3,9.00,10.00,Plant
Partly cloudy,36.00,6.00,1.00,64.00,0.00,1020.00,3,10.00,30.00,Safety
Overcast,100.00,19.00,19.00,72.00,0.00,1013.00,4,10.00,17.00,Supplier Performance
Overcast,100.00,19.00,19.00,72.00,0.00,1013.00,4,10.00,17.00,Supplier Performance
Overcast,89.00,12.00,12.00,93.00,0.00,1009.00,3,10.00,5.00,Subcontractor Performance
Overcast,83.00,9.00,8.00,76.00,0.00,1016.00,2,10.00,12.00,Delay By Company
Overcast,89.00,11.00,8.00,82.00,0.00,1004.00,3,10.00,23.00,Resource
Partly cloudy,49.00,8.00,6.00,69.00,0.00,1029.00,3,10.00,17.00,Design Delays
Overcast,100.00,9.00,6.00,71.00,0.00,1026.00,2,10.00,20.00,Design Delays
Partly cloudy,75.00,16.00,16.00,63.00,0.10,1017.00,4,10.00,15.00,Supplier Performance
Partly cloudy,52.00,9.00,6.00,73.00,0.00,1017.00,3,10.00,14.00,Plant
Partly cloudy,68.00,8.00,6.00,75.00,0.00,1017.00,3,10.00,14.00,Plant
Overcast,100.00,17.00,17.00,72.00,0.00,1017.00,4,10.00,22.00,Resource
Partly cloudy,30.00,19.00,19.00,61.00,0.00,1015.00,5,10.00,19.00,Resource
Partly cloudy,30.00,19.00,19.00,61.00,0.00,1015.00,5,10.00,19.00,Resource
Overcast,100.00,17.00,17.00,72.00,0.00,1017.00,4,10.00,22.00,Resource
Sunny,16.00,18.00,18.00,40.00,0.00,1025.00,5,10.00,11.00,Plant
Sunny,16.00,18.00,18.00,40.00,0.00,1025.00,5,10.00,11.00,Plant
Sunny,2.00,4.00,0.00,56.00,0.00,1037.00,2,10.00,18.00,Planning
Cloudy,78.00,18.00,18.00,58.00,0.00,1025.00,4,10.00,13.00,Design Delays
Overcast,100.00,2.00,-2.00,75.00,0.00,1002.00,1,10.00,14.00,Subcontractor Planning
Overcast,100.00,2.00,-2.00,75.00,0.00,1002.00,1,10.00,14.00,Subcontractor Planning
Partly cloudy,53.00,15.00,15.00,58.00,0.00,1017.00,4,10.00,5.00,Delay By Others
Sunny,5.00,3.00,0.00,82.00,0.00,1028.00,2,10.00,9.00,Delay By Company
Partly cloudy,68.00,23.00,23.00,40.00,0.00,1013.00,6,10.00,3.00,Design Delays
