text,label
CTRM 11190: Is emergency signage suitable for access and egress and are walkways and emergency exits clear and unlocked?,Hazard
First aid and fire Marshall posters in the London office are displaying site staff who do not go into the London office. Can this be updated to only show the staff who go to the London office to make it location relevant  e.g no point contacting site op if emergency in London ,Hazard
"Operatives do not know how many observations are raised each month, can this be added to the “you said. We did” to help encourage and support raising",Hazard
"Suggestion if urinals in ladies toilet can be turned off from flushing and taped off, to save water as not in use.",Hazard
"CTRM 11190: Is there a Fire Plan showing alarms, fireboxes, escape routes and emergency lighting fully up-to-date and are copies displayed?",Hazard
New plug socket back box fitted to replace the broken one in Headland welfare cabin,Good Practice
Plug socket back box broken in Headland welfare cabin,Hazard
CTRM 11190: Are alarms tested and fire extinguishers inspected and serviced? Are statutory records maintained?,Good Practice
Blue tack holding the posters up in the toilets melted in the heat. ,Hazard
Some getting soaked in spite of so many notification / apps information of impending storms,Hazard
"INF-M-163 must do statement requires employees to ensure information containing personal , confidential  or commercially sensitive is disposed of in a secure manner. An automatic cross cut shredder has been purchased and delivered to Monument office for this purpose.  If not done so already it requires unpacking, set up and plugging in ready to go ",Good Practice
"Great to see that the building used to hold the project launch has such a legacy in terms of its sustainability and determination to design prioritising the people using the building, aligned values with the A12",Good Practice
Costain auditors have scored A12@ 100% gate compliance and 100% must do compliance thanks to input from project team members. Report due to be issued out 11/08/2022,Good Practice
"INF-M-163 must do statement requires employees to ensure information containing personal , confidential  or commercially sensitive is disposed of in a secure manner. An automatic cross cut shredder has been purchased and delivered to Monument office for this purpose.  If not done so already it requires unpacking, set up and plugging in ready to go ",Good Practice
Under the outdoor seating area there are many fags but on the floor with the smoking bin just 2 metres away. It’s lazy & not nice for those that don’t smoke when eating lunch ,Hazard
Karl has re used the back side of the coasters to display the QR Codes for observation app,Good Practice
Plant operators and lorry drivers have no safe place to walk through site from vehicles to welfare facilities.,Hazard
"When you pull out of the compound the sign  that has been put up (Left hand side as you enter) restricts the view when pulling out and trying to see traffic oncomimg from the right, meaning you have to edge forward more. ",Hazard
Secure working area observed ,Good Practice
Good edge protection around excacation,Good Practice
The live information boards on site don’t display the information fully.,Hazard
Good tidy site observed at area 18,Good Practice
"On visiting the security hut to the compound the question was asked, what would help you do your job. The following was raised. 1. Visual procedure on wall for emergencies, i.e restriction of visitors to compound, entry to emergency services and location of muster point. 2. Map of the compound was not available in hut 3. Signposting for HGV/plant onto site, no parking location or actions on what to do. 4. Signposting on actions for on/off hire of site vehicles.",Hazard
Paper cups have been put in the fag butt bucket. Which is located next to the bin. It’s lazy ,Hazard
the edges of the compund are surrounded by 3-4 metre deep of overgrown grass areas and under growth. If this is not trimmed regulary then a ecologist would have to be expensed to agree to landscape management,Good Practice
"Signing in at the compound twice- the security guard is signing every one in and out of the gate making the internal sign in book unnecessary. We do not have to do a roll call when evacuating a building, all areas will be checked by the fire marshalls that sweep all the areas, as planned by the evacuation plan. Can we get rid of the internal sign in sheet?",Hazard
"Noticed a lack of maintainance of the drainage system along the A12.  Some of the chambers covers are buried, seized, covered with vegetation or missing. This makes it difficult to access or open covers while undertaking drainage surveys.",Hazard
Hot weather,Good Practice
"Previous area of works - on crown estate, is rutted and needs to be restored to previous condition ",Hazard
Cat surveys operative not wearing gloves whilst working,Hazard
One of the hand dug trenches uncovered discarded car batteries amongst other waste,Hazard
Plant operator (new to site) had hard hat without chin strap. Plant op is aware of requriement following induction and is buying a replacement,Hazard
Pool of water underneath urinal in mens toilet from overflow of flush ,Hazard
Llynch forklift on hire for WJ not working after being delivered,Hazard
Extra mats laid on track in siggers to allow WJ’s rigid wagon access ,Good Practice
Llynch low loader driver was working in compound with no safety glasses,Hazard
One of the mats delivered was broken,Hazard
Mens toilets urinals are leaking. Wet floor - slip hazard,Hazard
"Following National highways safety alert NHa315 regarding charging cables for vehicles, I have checked the cable and it is in good condition with no apparent damage.",Good Practice
Flowline operative not wearing gloves or wearing glasses properly,Hazard
Fire alarm in mens drying room (above door) is not working,Hazard
2no operatives (subcontracted to 3sl to install kit to a digger) were not wearing chin straps on hard hats or yellows. Both were indicted yesterday so were aware.,Hazard
Soils operative observed without chin strap being used on hard hat.,Hazard
"On Nh slt visit, cleaning cupboard was left open and was unattended. Coshh items were seen inside which should be stored in the coshh stores ",Hazard
Soil engineering op observed using water bowser to suppress dust on site service road,Good Practice
Hsm operative was not wearing full yellows as per Costain briefing. Operative had orange bottoms ,Hazard
Poor housekeeping noted in Sigurs field which presents a slip/trip/fall hazard. Are should be cleaned up for company image as well,Hazard
First aid signage around site had faded names. Unable to see site first aiders or kit locations,Hazard
Information board in the canteen still displays Novembers newsletter as well as Decembers. This should only be Decembers so would be nice to Communicate more recent updates,Hazard
Emergency escape lighting is absent from above door to mens drying room ,Hazard
T&M plant sent their supervisor to site to train a driver,Good Practice
Welfare wouldn't turn on ,Good Practice
Site vehicle driving in Siggers Archaeology site,Hazard
Hsm operative working without Ppe jacket fastened together ,Hazard
"Main mens toilets facility, water heater isn’t working so there’s no hot running water as required for welfare",Hazard
Signage live has a number of slides that do not load or fit to screen when displaying project information ,Hazard
Llynch machine driver challenged at the entrance to site compound for waking in vehicle access and not pedestrian walkway,Hazard
"Visiting subcontractor for a supply chain meeting with agent, was seen waking down the spine road for the compound and not using the pedestrian walkways (as instructed by the security guard). Operative was stopped and was asked to use walkways ",Hazard
Tm installed in hatfield peveral isn’t working correctly causing some minor disruption. Tm is managed manually by ops,Hazard
Access to toilet block appears to be partially obstructed as door won’t fully open onto metal platform. This creates access/egress issue with welfare,Hazard
"With one side of the crossing point where the lpg generator and coshh storage area is, we should reflect this information on the other side of the crossing for those coming into site",Hazard
Site visit to site of drilli by rig for borrow pit. Good to see all operatives wearing full Ppe despite hot weather and being in open field,Good Practice
"Andy Davies has picked up that the HASEMP needs to be signed off by contract leads in a specific order, and that contract lead should sign last. This didn’t happen on the last iteration and will be addressed moving forwards.",Good Practice
Barriers put up to protect public footpath from Works on crown land  ,Good Practice
"Whilst doing office she Ctrm, question about fire drills has highlighted that the annual ‘practice drill’ is overdue",Hazard
First aid box in canteen was missing a number of accessories where they’ve been taken but not replaced nor has anyone been made aware to replafe,Hazard
carbon sharpoint refined and tidied ,Good Practice
Changing room has been cleared of all old PPE left by former subcontractors/employees,Good Practice
Sunbelt driver turned up with no PPE and was turned away by site security,Good Practice
No fire extinguisher in truck. Operatives are using petrol powered equipment with no means to tackle a fire,Hazard
Observation made for three shore ltd - good plant movement / compliance observed on site visit  ,Good Practice
3sl operative spoke to about use of chin straps on hard hat when working. This op was seen climbing a low loader to ensure digger was secure,Hazard
Regally good to see C.Griffiths from First Response bringing in ice creams for the team to share…. ESP. On such a hot day!,Good Practice
HDMI cable in back room left on the floor. Trailing cable could be damaged and cause injury. CP picked cable up and placed back where it belongs,Hazard
Both operatives wearing correct Ppe at time of visit onc ear defenders,Good Practice
Land re-instated from trial trenching from last year has sunk,Hazard
Operatives taking measurements of soak away for permeability tests are standing on edge of excavation to measure.  Is there not a safer way of working seeing as ground is part undercut by water washout?,Hazard
Plant idling noticed in the yard and without beacons activated. Driver spoken to.,Hazard
2no RSK operatives spoken to about wearing orange Ppe. Both state they have full yellows with them.,Hazard
Visiting manager was observed driving in excess of the posted speed limit. ,Hazard
Chair in induction room had a broken back test.,Hazard
"Permit issued to soils for trial trench on crown land, hadn’t been signed by 1 of the 3 ops.",Hazard
Supervisor made aware that 2 hours is not acceptable for the drilling team to be standing,Good Practice
Pictures taken of dirty track mats so show Speedy when they come to collect ,Good Practice
Llynch low loader driver was working in compound with no safety glasses,Hazard
Rototilt op on site - hard hat no chin strap and wearing riggers. ,Hazard
"Soil engineering observed loading a rig onto Tralee back and standing on hitch join to access control panel. Works manager and I was present and challenged this to prevent incident. Operative was asked if control panel could be accessed from ground level, which it could when swung out.",Hazard
"Whilst on site visit to drainage teams working near to PRESTED hall, black hat supervisor was proactive to warn me of hazards of passing vehicles in lane.",Good Practice
"3x soils operatives spoken to about not wearing Ppe - h/hats, gloves and glasses",Hazard
"When leaving site yesterday, I asked the security guard on the gate to monitor vehicle speeds of people travelling through site. I was informed that people often speed. I’ve requested that this be reported via this app when seen",Hazard
"2no operatives from wheelerssi, not wearing safety glasses whilst working",Hazard
3sl operative working in yard seen climbing side of low loader and climbing machinery being moved offsite to push mirrors in and ensure door is locked. This would be considered working at height. Delivery company trailer is not equipped to mitigate wah so the method of access to this plant type etc when being collected and delivered needs to be review and appropriate SSoW implemented to remove the risk.,Hazard
Same dug trench - Jump leads and tarpaulin located within hand dug trench,Hazard
3sl machine left running with both beacons flashing but was unattended. Both beacons flashing would suggest seat belt is engaged. This was confirmed by works manager and operative had clearly been using machine without seatbelt. 3sl stood down and contract manager contacted by works manager for disciplinary ,Hazard
Good use of plant nappy for plant being refuelled,Good Practice
"‘You said, we did’ to be updated as it pinpoints companies and last version had individuals. Identifiers to be removed please",Hazard
Cat surveys operative not wearing safety glasses whilst working,Hazard
Driver turned up without PPE,Good Practice
Heavy rainfall over night making access to WJ’s compound in siggers difficult,Hazard
The Costain flag has stuck itself around the flag poll and has been for a couple of days ,Good Practice
Antonio Escribano from Jacobs has developed and shared an online excel document with the IBIP team for the A12 that will streamline and greatly assist the observation process! Thank you Antonio,Good Practice
Gateman Lewis spoken to about chinstrap on hardhat must be done up,Hazard
Food van attended site for 7:30am so operatives were able to purchase food and drink for the day. Have also agreed to attend for 12:30. Well received by the site team as it means they don’t need to go out for lunch!,Good Practice
Qr code posters have been produced for soil engineering vehicles to encourage more proactive observation reporting. Already seen obs come in as a direct result,Good Practice
Ice cream van driver spoken to about where he’s plotted up. Doesn’t encourage safe practice as it encourages people to stand in the road to buy food. Driver asked to reposition ,Hazard
Good secure frame assembled around drilling rig and hole,Good Practice
"Tendai Rwodzi has prepared and taken the time to brief the team on timesheet portal, submissions and early orders and what each EO entails for timesheet submission. Very useful for the team on site to attend ",Good Practice
Emergency escape lighting is absent from above door to induction room,Hazard
"Concerned about the excessively long hours being put in by the DCO team to meet these deadlines. Hearing that some team members finished at 02:00 hours on 10/05 and that the same team will be working until midnight for the deadline, is a concern that needs to be picked up as it’ll impact health and well-being. Although well-being checks are offered, this doesn’t address the bigger picture",Hazard
Jacobs operative observing Soils not wearing chin strap on h/hat,Hazard
Light cleanse soap dispenser in mens toilets is empty,Hazard
First aid kits checked and are stocked and contents in date.,Good Practice
Good practice by rig team over by Brice fisheries with good housekeeping,Good Practice
Changing room has been cleared of all old PPE left by former subcontractors/employees,Good Practice
the top flag on pole is stuck in the wind turbine so not flapping about with pride!,Hazard
Sunbelt delivery driver turned up to site without the correct PPE.,Hazard
Emergency escape lighting is absent from above door to bunker bin,Hazard
Emergency escape lighting is absent from above door to women’s toilets,Hazard
Vehicle crossing point sign needs to be put up in compound,Hazard
Jakub Haurylkiewicz writing the permit number and extra notes on the A3 sheets of the permit - which often get mismatched. Made sorting them out significantly easier and I wish they all did it!,Good Practice
"Great to hear that Kay Mason is working towards digital, rather than paper, permits!",Good Practice
The light just infront of the meeting room and Kay's desk was flickering and needs looking at. (apologies in the delay in reporting this!),Hazard
I witnessed Elaine Procter assisting x2 subcontractors in accessing the HCI so they could go to work that day and lose time/pay.,Good Practice
"the fire alarm was triggered at the London office, at the time there was 3 fire marshal in office that are not permanently based. quickly a plan was made to clear the office and toilets and ensure everyone was out.  we did not have vests on as didnt take time to locate them. once outside we ensured everyone went to the correct muster point, though it was felt this was pointless as it was maintenance that triggered the alarm. ",Good Practice
"in ladies loos, third sink - hot water tap which is push button does not turn off unless twisted. i went in there and it was left running wasting water",Hazard
"if you have a concern about a NH team member, who do we raise it with to ensure that person is ok? ",Hazard
"Fire drill carried out at site, good coordination between present fire marshals, informing security guard and clearing all buildings. ",Good Practice
need to take down pride flag ,Hazard
"immediately following the fire evac from London office, i asked the building team what the process was for ensuring the building was clear. they said each office is responsible to ensure all staff are out, and they will know if this hasnt happened. whilst in the muster point, the receptionist had hand written what business units rented space and ticked them off a list, as they had nothing ready to go. the receptionist was holding her vest but i couldn't identify any other fire wardens. ",Hazard
When the fire alarm was activated the security guard and cleaner were unaware as couldnt hear it from gate or kitchen. ,Hazard
Costain supervisor stopped subcontractor driver working until he had a pair of safety glasses,Good Practice
Sunbelt delivery driver turned up to site without the correct PPE.,Hazard
Sunbelt driver turned up with no PPE and was turned away by site security,Good Practice
Extra matting laid at Siggers due to heavy rain to avoid slips trips and falls,Good Practice
Poor ground conditions in siggers due too heavy rain,Hazard
"Fire drill carried out at site, good coordination between present fire marshals, informing security guard and clearing all buildings. ",Good Practice
Mats delivered by speedy that are dirty and in a poor condition.  ,Hazard
 Turning / passing points has been prepared to allow vehicles  pass in the field ,Good Practice
Pictures have been taken of the plastic clips on the track mats blocking the bolts making the mats unusable,Good Practice
Extra matting laid at Siggers due to heavy rain to avoid slips trips and falls,Good Practice
"SOS briefing has been updated with the current You said, we did ",Good Practice
Some of the clips for the mats have plastic blocking the bolts so unable to use. ,Hazard
Poor ground conditions in siggers due too heavy rain,Hazard
A delivery from sunbelt rentals turned up at 14 :20 the driver did not have the correct PPE ,Hazard
Changing rooms have old PPE left by former subcontractors and employees,Hazard
Sunbelt rental bowser has been delivered to site without chapter 8 markings so can’t go onto site,Hazard
Costain provided shovels for the archaeology works - as the tools brought to site were not insulated,Good Practice
"Seatbelt beacon on O’brien’s excavator is green, A12 site rules is orange beacon",Hazard
Driver turned up without PPE,Good Practice
Llynch forklift on hire for WJ not working after being delivered,Hazard
One of the mats delivered was broken,Hazard
When the fire alarm was activated the security guard and cleaner were unaware as couldnt hear it from gate or kitchen. ,Hazard
Pictures taken and speedy made aware that we only have 12  stillages on site when they stated we have 40,Good Practice
2 people from national highways came to site without highways passports and seemed to be a bit rude when asked to sign in ,Hazard
Pictures taken and speedy made aware that we only have 12  stillages on site when they stated we have 40,Good Practice
Speedy saying we have 40 stillages on site for the mats that  was delivered,Hazard
Lynch were called when their forklift for subcontractor was not working and a fitter was called out,Good Practice
Beacon on O'Briens excavator is green instead of orange< O'Briens aware and will send fitter to change to orange,Good Practice
ECoW present ahead of all vegetation clearance at EMA 18 and Arch 30,Good Practice
Work downstream from our site was brought to my attention to doubt check we were not involved.,Good Practice
AdBlue drum recycled into a filter for fish pond,Good Practice
All information for each of our work sites is being condensed onto a pdf which is accessible to anyone via QR code rather than printing ,Good Practice
Aerosols not being crushed and recycled,Hazard
Dashboard created for temp works,Good Practice
New HVO tank delivered which gives us data and info regarding our levels of fuel,Good Practice
Smoking area - no bin to stub out waste,Hazard
All First Response FM security officers have read and signed up to new site RAMS and tool box talk,Good Practice
New plug socket back box fitted to replace the broken one in Headland welfare cabin,Good Practice
Our PO gave us a tool-box talk on the importance of good spoil management. Both information about machine spoil and also hand excavation spoil. It was very informative and means we can go forward knowing the proper procedure for spoiling and keeping site safe and clean. ,Good Practice
Sherwoods farmer causing lots of dust from driving up and down track in tractor,Hazard
Poor ground conditions in Sherwood's archaeology area,Hazard
Siggers access gate damaged by intruders during the night ,Hazard
Slipped on spoil next to the access to site and hit my arm on the post,Hazard
No barrier to stop cars going into archaeology dig at Sherwood,Hazard
T&M bowser driver has not been trained up on how to use the welfare bowser,Hazard
Healdlands operative working on area 30 overages wearing a beanie hat underneath hard hat. Operative asked to swap for an approved Ppe one or remove as hard hat doesn’t sit properly on head,Hazard
Soil engineering engineer on site without coming to the compound to sign in and receive SOS briefiung,Hazard
Floodlighting not working by stores and female toilets ,Hazard
"Size of welfare cabin has been flagged as being small for 12 people, it is designed for 15 people, discussion to be had with Headlands management team about solutions - look at staggered breaks for example",Hazard
"Dumper was parked next to welfare due to ground conditions, there was no clear segregation between plant and people as it travels across access route to site area.",Hazard
Training required for rail diary,Hazard
Requested that more mats be provided for parking area due to mud,Hazard
Set out of welfare areas is of great quality.,Good Practice
PPE Compliance – all PPE must be worn at all times this includes chin strap.,Hazard
Set out of welfare is of great quality,Good Practice
Our PO gave us a tool-box talk on the importance of good spoil management. Both information about machine spoil and also hand excavation spoil. It was very informative and means we can go forward knowing the proper procedure for spoiling and keeping site safe and clean. ,Good Practice
FLS asked Sherwood farmer to slow down as he was driving the tractor too fast and throwing up dust,Good Practice
Thomas (WJ supervisor) very good with getting information across and keeping costain supervision up to date of their works.,Good Practice
Concrete blocks placed in front of gate at Siggers to stop intruders  entering again,Good Practice
"The hazard tape used to mark out Phase 2 excavations had come loose from two poles at the end, caught by the wind.",Good Practice
PPE requirements - woollen hats being worn under helmet - during the engagement a person was asked to remove it and advised that if they need something under the helmet to speak to Headlands about additional PPE.,Hazard
subcontractors wearing orange ppe,Hazard
Gas delivery driver did not have correct PPE and one of the light bulbs was burned,Hazard
Whilec monitoring the CCTV on WJ groundwater sites waste driver not wearing correct PPE plus didn't sign in with security before Starting work,Hazard
Archaeology back hat said permit system limits count to 10 people to sign on and everyone has to sign on daily but it doesn't recognise people as the same ones daily,Hazard
Cabin battery does not work - all electrical implements do not work including kettle microwave and hot water,Hazard
NH Passport access - black hat can't access passport to deliver daily SOS so Jakub drives over to site to help access brief.,Hazard
I have had to close the pedestrian gate for the second time while the  fuel area was being filled. Maybe we need some clarification as to whom is responsible. ,Hazard
"New welfare brought to siggers site, Jakub barriered it off with ped barriers and put correct signage up",Good Practice
"Oil leak fixed, collected and removed from site",Good Practice
PPE Compliance - all PPE must be worn at all time this incudes chin strap,Hazard
Subcontractors exceeding speed limit in car park ,Hazard
Good utilities segregation all in place and being adhered to.,Good Practice
Assembly point sign is upside down leaning against welfare unit - needs to be addressed by Headland,Hazard
"Vehicles arriving at A12 Archaeology Site 30 currently have to park on the field within the mandatory PPE zone, and passengers then have to walk to the fenced area around the welfare. There is a risk that passengers or drivers leaving the vehicles could do so without the correct PPE.",Hazard
Observation App is being used - no signs or QR codes around welfare ,Hazard
"Due to ground conditions - dump truck was being parked next to welfare, deputy supervisor raised this as the main risk - people, plant interface as he said most of the time - archaeologists have their heads down and don't think about their surroundings",Hazard
Smoking area - no bin to stub out waste,Hazard
Headland RAMS to refer to the approved soil strip plan for each area,Hazard
Headland Archaeology RAMS to be signed by operations checker and SHE checker  ,Hazard
Track to site can become muddy - this is also a defined East Anglia Farm Ride route,Hazard
Small amount of soil had fallen into a dry ditch by the welfare after ground had been made safe after railfall,Hazard
Heras panel fence put up to segregate archaeology excavation and pedestrians,Good Practice
Costain said they would provide some knee pads for the archaeologists,Good Practice
"Permits ‘lock’ once 10 people are signed on and you can’t sign the following day to say the site is safe, meaning you need a new permit, which takes time to sign off on",Hazard
Leak on WJ welfare was cleaned up ,Good Practice
Oil leak on WJ Welfare,Hazard
GAP Jetwash not starting,Hazard
PPE Compliance – all PPE must be worn at all times this includes chin strap.,Hazard
Set out of welfare areas is of great quality.,Good Practice
PPE Compliance – all PPE must be worn at all times this includes chin strap.,Hazard
Old AdBlue barrel has been recycled and converted into a pond filter,Good Practice
Man and his dog walking down the edge of site,Hazard
 Oil leak on WJ welfare  ,Hazard
Oil leak on WJ Welfare,Hazard
Spraying operation in area 11 to clear mats has been measured (unofficially) at 91dB and ops don’t have hearing protection. Ops spoke to and asked to get hearing protection for spraying g,Hazard
"I note that the permit for archaeological excavation only says topsoil strip, not subsoil",Hazard
"Upon learning our permit wasn’t correct, Vonnor got a new one sorted super quickly",Good Practice
Spraying operation in area 11 to clear mats has been measured (unofficially) at 91dB and ops don’t have hearing protection. Ops spoke to and asked to get hearing protection for spraying g,Hazard
Machine driver Chris notes that the subsoil bund is getting to its limit.,Hazard
Lewis asks the farmer if we can extend the area of storage for the subsoil,Good Practice
Post and rope fencing put to to separate the access road from the archaeological area and also to separate the dumper from the archaeological area,Good Practice
Discrepancies noted by engineers with allocation of rams / icosnet placeholder numbers. The register from bc has a prefix in ( SO_X) which is on passport but is not collating to BC when searched for as the _X prefix is absent,Hazard
The ladies toilet door now sticks when opening it on the step platform (where previously could move freely to full open) since last week indicating something has moved. Not preventing use of the facilities but thought best to raise a change.,Hazard
"On two occasions this morning, the hot water tap in the mens toilets had been left running as the stop valve isn’t working properly. This has resulted in water being wasted???",Hazard
Vehicle MK21 USP brake lights faulty,Hazard
MK21 USP taken to Northgate to have faulty brake light fixed ,Good Practice
Kitchen hot tap keeps dripping and is hard to turn off,Hazard
While doing patrol i saw flooding lights cable end has power going through the generator has placed outside of the fence. I had make it secure and tight it inside the compound so no one can pull the cable from outside ,Hazard
"We all (watcher, driver, Ailsa and Emma) need to agree before we strip an archeological area which way we will be stripping as to get the best out of the strip ",Hazard
Leak on WJ welfare was cleaned up ,Good Practice
Great to see we are utilising solar technology to power our security rig,Good Practice
Old AdBlue barrel has been recycled and converted into a pond filter,Good Practice
Was able to walk to area 30 instead of using a site vehicle ,Good Practice
Machine struck land drain at level of archaeological horizon,Good Practice
 Oil leak on WJ welfare  ,Hazard
8m buffer demarcated next to ditch - avoids need for permit,Good Practice
Soil removed from ditch where it had previously fallen in,Good Practice
8m environmental exclusion zone visibly marked out on site,Good Practice
Lynch forklift delivered with missing pin for bracket,Hazard
Topsoil bund is at capacity so have to use the emergency one which is further away from the machine so takes longer to move spoil: approx 3:26.  This also extends the red zone so we can’t have archaeologists in that corner like we had planned tomorrow.,Hazard
Jet wash taken too long to fill up using yellow hose on compound mains,Hazard
T&M brought a stand pipe for us to use to fill up the jet wash quicker,Good Practice
Contacted relevant person to fix the TV in welfare,Good Practice
TV in the canteen is not working properly,Hazard
Lynch forklift delivered with missing pin for bracket,Hazard
The toilet seat in trap 1 of the men's toilet has come lose and could cause someone to fall off the seat. Also the shower toilet  seat screws keep coming out and again could potentially cause a fall .,Hazard
"Have all the Archeology vehicles got  reversing beeper, as I thought I noticed one without them on site ?Also should they be the white noise beepers that the sound dosent travel to nearby housing?",Hazard
The step onto site was such that we needed to lift our narrow on and off site,Good Practice
Dozer with Trimble equipment not working correctly at Sherwood's Archaeology area ,Hazard
Sockets left on in monument office overnight ,Hazard
Person in car driving through compound towards exit on their mobile phone. ,Hazard
"Ladies toilets door (block of 3) does not fully open as gets stuck on the top of steps, you have to turn sideways and shuffle through. ",Hazard
Contacted relevant person to fix the TV in welfare,Good Practice
Delivery driver to site for headland was speeding through site. Driver asked to slow down,Hazard
Areas are being rescanned and information to be taken off the scanner so we still have records,Good Practice
Due to having the RD8100 scanner replaced some areas had to be rescanned,Hazard
Good gs6 in place at whetmead nature reserve with clearly defined routes,Good Practice
Plant refuelling observed and immediately stopped where excavator was clearing watercourse. ,Hazard
Queries with the permit system not being raised to the suitable person,Hazard
Ground conditions have largely improved from last week,Good Practice
Office kitchen tap has been replaced,Good Practice
Sunbelt been contacted to activate licenses for the software on the Trimble equipment that was not working correctly at Sherwood Archaeology area,Good Practice
The trenches that had been taken out at the nature reserve will be re-instated before work commences,Good Practice
Previously set out trenches at nature reserve have been taken out,Hazard
It’s been more than a month flooding lights hasn’t been fixed yet. It’s getting darker at the night time so it’s hard for me to go for a patrol.,Hazard
Do not use mobile phones while driving whether on site or in the compound,Hazard
Do not use mobile phones while driving whether on site or in the compound,Hazard
I attended the SOS briefing this morning delivered by our fls. Briefing was quite thorough and operatives present appeared engaged.,Good Practice
"Hot tap in the kitchen in the main office will not turn off properly, wasting water",Hazard
Driver of t19 atv has been spoken to about excessive speed through site. Requested to slow down,Hazard
Three Shires post to be taken out and re-done,Hazard
ECoW inspecting and hand digging spoil piles for rabbits ,Good Practice
Tractor driver had not completed his highways common induction,Hazard
Tractor driver who had not completed the highways common induction was told not to go out on site or do any working activities until the highways common induction was completed,Good Practice
"Passport system working well for briefings. Removing wasteful printing, risk of error and can be shared remotely, removing need for travel",Good Practice
"Very good use of the barrier system for plant person segregation. Archaeologists have undergone Red-Zone training, both with Headland and as part of the A12 induction.",Good Practice
File issues with new GPS,Hazard
Suspicious Cigarette on Site 28 on the ground where archaeologists work has been ongoing,Hazard
Spare tire for MK21 UZF being replaced and Northgate,Good Practice
New truck delivered for headland was not reverse parked by delivery company ,Hazard
Hot weather working,Hazard
All equipment set out correctly at area 12,Good Practice
Sunbelt been contacted to activate licenses for the software on the Trimble equipment that was not working correctly at Sherwood Archaeology area,Good Practice
The trenches that had been taken out at the nature reserve will be re-instated before work commences,Good Practice
The step onto site was such that we needed to lift our narrow on and off site,Good Practice
Hot weather working,Hazard
New truck delivered for headland was not reverse parked by delivery company ,Hazard
All equipment set out correctly at area 12,Good Practice
Dozer with Trimble equipment not working correctly at Sherwood's Archaeology area ,Hazard
Sockets left on in monument office overnight ,Hazard
Delivery driver to site for headland was speeding through site. Driver asked to slow down,Hazard
"Three shire trailer just seen leaving the yard, doesn’t have chapter 8 markings on ",Hazard
Exercise undertaken to outline areas of temporary works that are likely to require water related permits,Good Practice
"Hot tap in the kitchen in the main office will not turn off properly, wasting water",Hazard
Plant operator not wearing an seatbelt and not using both beacons,Hazard
The quality of the backfill at Siggers is excellent,Good Practice
The ramp outside the canteen seems to be deteriating and I feel is becoming a trip hazard ,Hazard
"Three shires operative working in yard offloading tractor, was operating it without full Ppe on, no seat belt and no beacons activated. Operative was stopped working and spoken to.",Hazard
Kitchen hot tap keeps dripping and is hard to turn off,Hazard
Rabbit holes/scrapings present on spoil heaps at Buntings,Hazard
Main door in to the ladies toilets is jammed again ,Hazard
Metal barrier blocking off the ditch at Wheaton had fallen over,Hazard
Warning signs have all blown over and been left,Hazard
All were very complimentary of the Smart Permit to Dig system. Acknowledged some teething issues but felt supported in resolving these and developing the system.,Good Practice
Plant parking area with mobile CCTV in place,Good Practice
Headland operatives had access to good quality PPE to deal with both the wet weather and the extremely warm weather,Good Practice
Issues with permits with Three Shires,Hazard
New permit issued,Good Practice
Petrol can and funnel left on ground with no split mat or plant nappy,Hazard
Good quality welfare facilities available with correct facilities,Good Practice
"Passport system working well for briefings. Removing wasteful printing, risk of error and can be shared remotely, removing need for travel",Good Practice
"Very good use of the barrier system for plant person segregation. Archaeologists have undergone Red-Zone training, both with Headland and as part of the A12 induction.",Good Practice
A member of the public commented on the unsightly nuisance caused by A12 road users throwing rubbish from the A12 into the river Backwater and Whetmead nature reserve. Asked if we were there to remove it. Consider if we could litter prick as a gesture of good will/positive community engagement. Could be a volunteering opportunity for Costain / Jacobs / NH if agreement could be reached with Witham Town Council?,Hazard
Good utilities segregation all in place and being adhered to.,Good Practice
Issues with permits with Three Shires,Hazard
All were very complimentary of the Smart Permit to Dig system. Acknowledged some teething issues but felt supported in resolving these and developing the system.,Good Practice
Plant parking area with mobile CCTV in place,Good Practice
New permit issued,Good Practice
GAP Jetwash not starting,Hazard
Contacted relevant person to fix the TV in welfare,Good Practice
Women's toilet door obstruction access,Hazard
Water cooler in office kitchen still not fixed,Hazard
A member of the public commented on the unsightly nuisance caused by A12 road users throwing rubbish from the A12 into the river Backwater and Whetmead nature reserve. Asked if we were there to remove it. Consider if we could litter prick as a gesture of good will/positive community engagement. Could be a volunteering opportunity for Costain / Jacobs / NH if agreement could be reached with Witham Town Council?,Hazard
"Beth described how field plans, locations of finds and potentially significant features are recorded digitally and can be referred to on hand-held tablets in the field. Again, reduces wasteful printing and is significantly more robust than paper",Good Practice
At the moment SHE alerts and briefings are only briefed on a  particular day alongside the SOS. We have a team that may only attend site and sign a SOS  briefing on occasional days if ever. How can we ensure this learning is shared with the wider team?,Hazard
Headland operatives had access to good quality PPE to deal with both the wet weather and the extremely warm weather,Good Practice
Fls from 3sl seen walking down service road and not using path way.,Hazard
Tractor driver who had not completed the highways common induction was told not to go out on site or do any working activities until the highways common induction was completed,Good Practice
Work has been stopped at Siggers backfill area due to weather conditions,Good Practice
Driver of t19 atv has been spoken to about excessive speed through site. Requested to slow down,Hazard
Carl on the gate policing the speed limit on site very well,Good Practice
ECoW inspecting and hand digging spoil piles for rabbits ,Good Practice
